小米（MI） 小米手环3 nfc版可选睡眠监测心率智能运动跑步手环男女腕带4防水计步手表苹果手机适用 小米手环3黑色,小米（MI）,小米（MI） 小米手环3 nfc版可选睡眠监测心率智能运动跑步手环男女腕带4防水计步手表苹果手机适用 小米手环3黑色,1424211542,139.00,187735,5,168796,93340,0.96,564,456,2721,2687
Apple Watch Series 4智能手表（GPS款 44毫米银色铝金属表壳 海贝色回环式运动表带 MU6C2CH/A),Apple,AppleApple Watch,100000401881,2999.00,179884,5,82310,132692,0.98,1044,1285,899,401
Apple Watch Series 3智能手表（GPS款 38毫米 深空灰色铝金属表壳 黑色运动型表带 MTF02CH/A）,Apple,AppleApple Watch,4995947,1499.00,166936,5,149206,120027,0.99,919,1295,691,452
360儿童电话手表8X 智能语音问答定位支付手表 360 学生儿童移动联通4G防水视频拍照手表手机男女孩云霞粉,360,360W910,100004881768,379.00,164376,5,44179,125572,0.96,1628,1434,1167,619
小天才儿童电话手表Q1快充防水GPS定位智能手表 学生儿童移动联通4G手表手机 男女孩粉,小天才,小天才XTC Q1,100005687890,598.00,136066,5,51197,106686,0.98,740,644,503,380
HUAWEI WATCH GT运动版 黑色 华为手表 (两周续航+户外运动手表+实时心率+高清彩屏+睡眠/压力监测+NFC支付),华为（HUAWEI）,华为WATCH GT 运动款,100000710048,1288.00,124266,5,52892,87323,0.98,996,1835,349,347
智力快车 触屏拍照儿童电话手表学生定位智能手表手机男女孩防水 公主粉(升级定位+信号增强+生活防水),智力快车,智力快车 触屏拍照儿童电话手表学生定位智能手表手机男女孩防水 公主粉(升级定位+信号增强+生活防水),17637383724,118.00,118859,5,96334,83129,0.98,775,357,778,599
小米（MI） 【小米授权旗舰店】小米手环4 NFC版可选 智能运动男腕带防水手表女计步器 【新品彩屏】小米手环4+定制美队腕带 【可刷公交地铁】NFC版,小米（MI）,小米（MI） 【小米授权旗舰店】小米手环4 NFC版可选 智能运动男腕带防水手表女计步器 【新品彩屏】小米手环4+定制美队腕带 【可刷公交地铁】NFC版,29206601483,239.00,109621,5,63166,82615,0.98,412,504,574,396
AMAZFIT米动手表青春版华米科技出品 智能运动 学生手表 GPS定位 心率 蓝牙 离线支付 续航45天 曜石黑,AMAZFIT,AMAZFIT米动手表,5255548,399.00,101868,5,91113,64683,0.98,877,735,501,630
咪咪兔（MIMITOOU） 儿童电话手表智能定位电信版多功能手机初中小学生防水男女孩拍照触摸插卡通话 4G版-蓝黑-视频通话+七重定位+深度防水+大电池,咪咪兔（MIMITOOU）,咪咪兔（MIMITOOU） 儿童电话手表智能定位电信版多功能手机初中小学生防水男女孩拍照触摸插卡通话 4G版-蓝黑-视频通话+七重定位+深度防水+大电池,51758411652,358.00,101471,5,92976,50151,0.98,805,184,754,553
时刻美 skmei 智能手表男士运动表多功能学生跑步蓝牙电子表 蓝色,时刻美（skmei）,时刻美1227蓝色,3682277,108.00,101353,5,75280,70388,0.98,523,335,389,462
小寻Mibro 儿童电话手表彩屏版 生活防水 GPS定位 学生儿童定位手机 智能手表 男女孩 粉橙色,小寻,小寻MTSB03XUN,3942113,139.00,99293,5,86712,69227,0.98,550,293,468,445
小寻Mibro  儿童电话手表A3 生活防水 GPS定位 学生儿童定位手机 智能手表 男女孩 公主粉,小寻,小寻XPSWA001,100003496792,169.00,96244,5,66808,73402,0.98,646,1017,496,329
HONOR Watch Magic 荣耀时尚智能户外运动手表 熔岩黑 50米防水/一周续航/GPS/心率睡眠/NFC支付/信息通知,华为（HUAWEI）,华为华为荣耀手表Magic,100000970765,688.00,93762,5,50976,63008,0.98,901,1668,394,394
华为儿童通话手表 3s  蜜桃粉（4G全网通 通话智能手表 八重定位 小度语音助手 学生 儿童 男孩 女孩）,华为（HUAWEI）,华为儿童手表 3s,100004746805,158.00,90823,5,31087,69103,0.97,591,460,434,409
e路相伴 儿童电话手表触摸屏智能定位小孩天才手表手机男女学生防水 天空蓝四代(动态触屏+拍照定位+速学+手电筒),e路相伴,e路相伴 儿童电话手表触摸屏智能定位小孩天才手表手机男女学生防水 天空蓝四代(动态触屏+拍照定位+速学+手电筒),11675927709,398.00,84361,5,81109,47201,0.97,880,163,1237,1165
小米 米兔儿童电话手表 （型号3C） 蓝色 双4G网络 防水GPS定位智能 视频通话 小爱同学,小米（MI）,小米米兔儿童电话手表3C,100007211356,369.00,83790,5,43968,65197,0.97,463,356,616,485
小寻Mibro  4G儿童电话手表X2 IPX7级防水 高清摄像头 GPS学生定位手表 智能手表 男女孩 蓝色,小寻,小寻XPSWX001,100003457125,137.00,82155,5,41868,60449,0.96,1050,1343,795,565
小米（MI） 小米手环3代nfc版可选心率睡眠监测智能手环男女腕带防水运动手表计步器4来电提醒 小米手环3代,小米（MI）,小米（MI） 小米手环3代nfc版可选心率睡眠监测智能手环男女腕带防水运动手表计步器4来电提醒 小米手环3代,1455666887,898.00,78446,5,70407,45466,0.97,249,205,987,806
小天才儿童电话手表Z1S 360度防水GPS定位智能手表 学生儿童移动联通双4G视频拍照手表手机男女孩粉,小天才,小天才XTC Z1S,100003466173,398.00,76862,5,36698,59795,0.98,459,402,213,177
华为儿童通话手表 3 深空灰（智能手表 精准定位 一键呼救 拍照分享 学生 儿童 男孩 女孩）,华为（HUAWEI）,华为ELF-G00,100002798808,299.00,71696,5,39379,48773,0.98,477,230,345,384
,,,,,,,,,,,,,
,,,,,,,,,,,,,
BIM 测量血压手环心率监测智能手环男女士健康运动老人手环手表触屏情侣计步器小米华为荣耀苹果手环通用 彩屏血压运动手环-黑色,BIM,BIM 测量血压手环心率监测智能手环男女士健康运动老人手环手表触屏情侣计步器小米华为荣耀苹果手环通用 彩屏血压运动手环-黑色,12903805626,168.00,25460,5,23168,13853,0.99,161,67,97,106
正港（ZGO）手表电子表男女学生夜光防水多功能男孩女孩儿童运动手表韩版简约超薄情侣对表 黑色-简约版【轻薄设计、实惠多功能】,正港（ZGO）,正港（ZGO）手表电子表男女学生夜光防水多功能男孩女孩儿童运动手表韩版简约超薄情侣对表 黑色-简约版【轻薄设计、实惠多功能】,33369422258,59.90,24863,5,13216,17812,0.97,143,81,170,158
奥迪斯（OTS）电子表韩版潮流男女学生创意青少年男士手表初中学生防水运动儿童手表男孩方形情侣时尚腕表 D3智能充电黑色款（防水可游泳、信息提醒、记步）,奥迪斯（OTS）,奥迪斯（OTS）电子表韩版潮流男女学生创意青少年男士手表初中学生防水运动儿童手表男孩方形情侣时尚腕表 D3智能充电黑色款（防水可游泳、信息提醒、记步）,1282999132,79.90,24663,5,23290,15338,0.98,102,26,186,255
咪咪兔（MIMITOOU） 儿童电话手表智能定位通话小学生天才男女孩防水360度插卡手机拍照触屏手环 蓝黑-移动联通-生活防水加强+实时定位,咪咪兔（MIMITOOU）,咪咪兔（MIMITOOU） 儿童电话手表智能定位通话小学生天才男女孩防水360度插卡手机拍照触屏手环 蓝黑-移动联通-生活防水加强+实时定位,10890319798,99.00,23710,5,22110,6244,0.97,292,16,261,267
时刻美 skmei 智能手表男士运动表多功能学生跑步蓝牙电子表,时刻美（skmei）,时刻美时刻美运动智能手表,8027152,158.00,23609,5,20867,15360,0.97,108,154,240,299
希比希 【一年换新】儿童电话手表学生防水WIFI定位成年男孩女孩华为小米多功能通话智能手机电信版通用 王子蓝 （升级信号+深度防水--移动联通版）,希比希,希比希希比希儿童电话手表,10353798975,138.00,22453,5,19892,10796,0.98,196,101,187,113
爱百分 儿童智能电话手表手机学生男孩女孩定位拍照触屏游泳防水 蓝色(深度防水+一年进水免费换新),爱百分,爱百分 儿童智能电话手表手机学生男孩女孩定位拍照触屏游泳防水 蓝色(深度防水+一年进水免费换新),45273310513,138.00,22376,5,5184,16923,0.95,177,101,179,90
小米（MI） 小米手环4nfc版刷公交卡地铁智能运动跑步手环3男女腕带防水手表计步器睡眠监测心率 小米手环4NFC版+定制腕带白色,小米（MI）,小米（MI） 小米手环4nfc版刷公交卡地铁智能运动跑步手环3男女腕带防水手表计步器睡眠监测心率 小米手环4NFC版+定制腕带白色,33374345222,229.90,22105,5,19251,16131,0.99,117,117,108,74
全程通H5智能手环 微信运动信息显示 来电提醒USB直充 触控防水睡眠监测男女健康手表 支持苹果小米手机 蓝色,全程通,全程通H5,2257637,59.00,21809,5,19378,9611,0.95,223,51,396,462
博之轮(BOZLUN)智能手表运动跑步测血压心率智能手环 B15黑色,博之轮（BOZLUN）,博之轮博之轮智能运动手环,4642285,99.00,21791,5,20757,14396,0.98,143,93,184,194
博之轮(BOZLUN)智能手表运动跑步测血压心率智能手环 B15黑色,博之轮（BOZLUN）,博之轮博之轮智能运动手环,100008638742,99.00,21759,5,20725,14396,0.98,142,92,184,194
华为（HUAWEI） 荣耀手环5/4 运动智能手环彩屏50米防水nfc游泳心率监测3计步器蓝牙手表 【标准版】手环4-陨石黑,华为（HUAWEI）,华为（HUAWEI）荣耀手环4,32501326765,189.00,21150,5,13055,14790,0.99,99,206,60,54
时刻美 skmei 手表女士简约时尚腕表学生皮带石英女表 淡紫,时刻美（skmei）,时刻美男士手表,3041247,99.00,21114,5,17818,12770,0.96,151,140,303,296
现代演绎 智能儿童手表超级礼品 金士顿正版32G内存卡,现代演绎,现代演绎 智能儿童手表超级礼品 金士顿正版32G内存卡,39853852545,49.00,20963,5,5460,15565,0.97,33,0,75,49
HUAWEI WATCH GT 活力款 钛灰色 华为手表 (两周续航+户外运动手表+实时心率+睡眠监测+NFC支付)墨绿色,华为（HUAWEI）,华为FTN-B19,100004466106,1488.00,20601,5,6208,14249,0.97,201,400,71,73
智力快车智能手表电话手表电子表 学生儿童防丢定位手表 移动联通触屏手表手机男女孩 粉色,智力快车,智力快车儿童手表,3002779,125.00,20247,5,18126,14157,0.98,102,35,201,148
dido G19智能手环男女 血压心率睡眠监测量心电图防水健康运动计步多功能蓝牙老人手表安卓苹果通用 爵士黑,dido,didoG19,10868334431,419.00,19870,5,17043,9000,0.98,106,111,93,82
迪士尼（Disney）手表 男 儿童手表男孩户外运动表学生手表多功能防水电子表MK-15047L,迪士尼（Disney）,迪士尼运动电子表,7472088,168.00,19545,5,15329,9306,0.97,57,55,95,223
小米（MI） 小米手环4代智能运动手环3nfc男女腕带蓝牙心率手表健康计步器企业礼品定制logo刻字 小米手环4代黑色标配版,小米（MI）,小米（MI） 小米手环4代智能运动手环3nfc男女腕带蓝牙心率手表健康计步器企业礼品定制logo刻字 小米手环4代黑色标配版,10393440584,169.00,19437,5,17849,8783,0.96,91,36,357,241
现代演绎 智能电话手表学生成人电话手表手机蓝牙iwatch手表插卡定位儿童电话手表 全网通娱乐版黑色,现代演绎,现代演绎 智能电话手表学生成人电话手表手机蓝牙iwatch手表插卡定位儿童电话手表 全网通娱乐版黑色,46414944885,288.00,18751,5,13485,6375,0.95,126,39,418,247
智力快车S7儿童电话手表 学生儿童智能手表手机 触屏定位手表电话男女孩 粉色,智力快车,智力快车智能电话手表,4858502,88.00,17385,5,13528,13280,0.98,68,115,80,86
华为（HUAWEI） 手环3pro智能运动手环彩屏触控GPS定位游泳防水手表心率监测移动支付计步器 【GPS版】3Pro曜石黑（送表带+贴膜+充电头）,华为（HUAWEI）,华为（HUAWEI） 手环3pro智能运动手环彩屏触控GPS定位游泳防水手表心率监测移动支付计步器 【GPS版】3Pro曜石黑（送表带+贴膜+充电头）,43782854086,399.00,17261,5,3830,13334,0.97,58,77,66,31
Dotlink 血压智能手环 男女心率体脂监测老人防水记步彩屏手表运动微信来电提醒安卓苹果通用 贵族黑【全新升级+彩屏+血压+体脂+心率检测】,Dotlink,Dotlink 血压智能手环 男女心率体脂监测老人防水记步彩屏手表运动微信来电提醒安卓苹果通用 贵族黑【全新升级+彩屏+血压+体脂+心率检测】,11562950299,328.00,16939,5,15797,11610,0.99,80,35,63,82
【秒杀128】儿童电话手表学生360度防水智能8x萌宝小天才男女孩4g拍照可插卡有gps款能有电信版 4G尊享款-粉（全网通+扫码支付+视频聊天）,柒客（QIKE）,【秒杀128】儿童电话手表学生360度防水智能8x萌宝小天才男女孩4g拍照可插卡有gps款能有电信版 4G尊享款-粉（全网通+扫码支付+视频聊天）,31710987491,3499.00,16594,5,14614,8306,0.99,71,11,61,30
Apple Watch Series 5智能手表（GPS款 44毫米深空灰色铝金属表壳 黑色运动型表带 MWVF2CH/A),Apple,AppleApple Watch,100008341010,99.00,16473,5,2915,13488,0.97,63,78,49,21
【京东派送】触屏4G卡GPRS定位全智能手表手机防水插卡移动联通电信网络蓝牙儿童电话手表成人学生男女 粉红色（移动联通版）,小小少年,【京东派送】触屏4G卡GPRS定位全智能手表手机防水插卡移动联通电信网络蓝牙儿童电话手表成人学生男女 粉红色（移动联通版）,10730070442,349.00,16430,5,12555,11180,0.96,132,40,279,123
【直降50】华为手环3pro智能运动手环彩屏触控GPS定位心率监测移动支付计步苹果安卓男女防水手表 曜石黑GPS版【送表带+贴膜+充电套装+运动耳机】,华为（HUAWEI）,【直降50】华为手环3pro智能运动手环彩屏触控GPS定位心率监测移动支付计步苹果安卓男女防水手表 曜石黑GPS版【送表带+贴膜+充电套装+运动耳机】,43227512448,1099.00,16399,5,9177,7142,0.99,564,584,50,30
HUAWEI WATCH GT 雅致款 黑色 华为手表 (一周续航+户外运动手表+实时心率+睡眠监测+NFC支付),华为（HUAWEI）,华为ELA-B19,100004466108,199.00,16369,5,4366,11910,0.97,106,218,53,40
,,,,,,,,,,,,,
,,,,,,,,,,,,,
【领券减100】华为手环b5 智能运动手环男女蓝牙耳机可通电话手表心率睡眠穿戴压力监测 防水计步器3 钛金灰-时尚版【送皮表带+大礼包】咨询送钢表带,华为（HUAWEI）,【领券减100】华为手环b5 智能运动手环男女蓝牙耳机可通电话手表心率睡眠穿戴压力监测 防水计步器3 钛金灰-时尚版【送皮表带+大礼包】咨询送钢表带,29997056219,1499.00,14783,5,9900,7701,0.99,155,384,44,18
小米（MI） 米兔智能儿童电话手表2女孩男孩学生手表手机通话GPS定位防水防丢手环 米兔儿童电话手表2-王子蓝(拍照版),小米（MI）,小米（MI） 米兔智能儿童电话手表2女孩男孩学生手表手机通话GPS定位防水防丢手环 米兔儿童电话手表2-王子蓝(拍照版),10964787857,325.00,14448,5,12055,11269,0.98,83,34,114,42
咕咚（codoon）GPS智能运动手表S1 智能心率 双星定位 35天长时续航（赠价值95元咕咚智能互动式课程）,codoon,codoonSW1801,100000941857,299.00,14310,5,10847,10008,0.97,162,95,106,118
HUAWEI WATCH GT2 曜石黑 华为智能手表（两周续航+高清彩屏+蓝牙通话+麒麟芯片+专业运动+心脏健康监测）,华为（HUAWEI）,华为WATCH GT 2,100008526498,1488.00,14131,5,0,14131,1.0,0,0,0,0
Amazfit GTR 智能手表 运动手表 24天续航 GPS 50米防水 NFC 铝合金版 47mm,AMAZFIT,AMAZFITA1901,100006652892,999.00,13849,5,4229,9358,0.94,328,257,130,132
VOSSTR 智能手环血压心率血氧彩屏运动手表蓝牙通话耳机防水语言控制健康安卓 IOS手机通用 【语音通话防水彩屏血压版】皮表带黑色,VOSSTR,VOSSTR 智能手环血压心率血氧彩屏运动手表蓝牙通话耳机防水语言控制健康安卓 IOS手机通用 【语音通话防水彩屏血压版】皮表带黑色,57757652133,369.00,13274,5,12414,8399,0.99,55,25,40,27
小寻 T2儿童电话手表女男孩小学生AI智能插卡双向通话GPS定位360度防丢手表手机手环礼物 小寻X2蓝色9重定位4G版,小米（MI）,小寻 T2儿童电话手表女男孩小学生AI智能插卡双向通话GPS定位360度防丢手表手机手环礼物 小寻X2蓝色9重定位4G版,19749711281,448.00,13253,5,12968,10374,0.98,86,31,93,42
华为荣耀手环5/4 彩屏智能运动心率防水游泳 男女通用手表 血氧监测睡眠来电提醒计步器 荣耀手环5-午夜蓝（标准版）现货,华为（HUAWEI）,华为（HUAWEI）荣耀手环5,14376851872,189.00,13208,5,12037,9088,0.98,78,50,62,71
VOSSTR 智能通话手环 心率血压血氧 智能手表防水 蓝牙耳机彩屏 计步睡眠监测 安卓IOS通用 【一键接电话听音乐测血压心率】金刚黑,VOSSTR,VOSSTRB5,32679605520,298.00,13096,5,11286,6146,0.99,80,52,30,33
魅狼（MEILANG） 儿童电话手表触摸屏智能手表打电话男孩插卡智能定位手环女学生手机电信版CDMA 天空蓝（深度防水+信号增强+前置摄像头）移动联通版,魅狼（MEILANG）,魅狼（MEILANG） 儿童电话手表触摸屏智能手表打电话男孩插卡智能定位手环女学生手机电信版CDMA 天空蓝（深度防水+信号增强+前置摄像头）移动联通版,17981511343,109.00,13016,5,10926,7253,0.99,75,39,24,40
佳明（GARMIN）户外手表 Fenix3HR普通版 GPS智能手表 游泳骑行户外心率表 男女跑步运动腕表 多功能登山表,佳明（GARMIN）,佳明fenix3HR,3159750,2480.00,12845,5,10315,7820,0.98,142,81,91,62
佳明（GARMIN）跑步手表Forerunner245神秘灰 三星定位智能血氧监测多功能户外运动心率表 训练健身,佳明（GARMIN）,佳明010-02120-41,100003259811,199.00,12791,5,6559,9519,0.97,167,90,78,65
迪士尼（Disney）手表女表学生运动电子表韩版时尚防水智能手环led多功能女士腕表 黑色彩屏【心率、微信消息、微信计步、天气预报】,迪士尼（Disney）,迪士尼（Disney）手表女表学生运动电子表韩版时尚防水智能手环led多功能女士腕表 黑色彩屏【心率、微信消息、微信计步、天气预报】,26671593556,159.00,12733,5,11145,7850,0.99,54,37,43,44
天摩(TOMO)电子手表运动手表男户外跑步登山海拔表 多功能智能计步电子表游泳防水男表军表学生手表 T102计步升级版（单红）,天摩（TOMO）,天摩(TOMO)电子手表运动手表男户外跑步登山海拔表 多功能智能计步电子表游泳防水男表军表学生手表 T102计步升级版（单红）,10257970493,599.00,12616,5,12407,2650,0.98,54,22,46,120
360儿童电话手表P1防水定位GPS儿童学生手机智能电话手表W920 4G移动联通电信全网通手表男女孩粉,360,360W920,100006585350,399.00,12571,5,2984,9377,0.93,198,299,121,89
360 儿童电话手表SE3/SE2Plus小学生智能生活防水gps手机多功能男女孩初中生运动手环 8X蓝色+表带+挂坠+贴膜+彩笔+电话卡,360,360 儿童电话手表SE3/SE2Plus小学生智能生活防水gps手机多功能男女孩初中生运动手环 8X蓝色+表带+挂坠+贴膜+彩笔+电话卡,12676266706,379.00,12483,5,11642,8322,0.98,80,27,81,69
华为（HUAWEI） 运动手环3pro智能彩屏心率监测睡眠NFC移动支付GPS轨迹跑步男女防水手表 流沙金GPS版(支持NFC)送耳机,华为（HUAWEI）,华为（HUAWEI）华为手环 3pro,43175017131,199.00,12476,5,4324,8086,0.98,308,328,37,29
文曲星 儿童电话手表智能表中小学生男女孩防水wifi定位拍照通话多功能手机 蓝色 移动联通版 N6S,文曲星,文曲星N6S,44675235568,169.00,12182,5,3437,8699,0.98,28,7,31,15
小米（MI） 小米手环4 睡眠监测心率智能运动跑步手环3男女腕带防水计步手表苹果手机适用 小米手环4（原装配黑色腕带）,小米（MI）,小米（MI） 小米手环4 睡眠监测心率智能运动跑步手环3男女腕带防水计步手表苹果手机适用 小米手环4（原装配黑色腕带）,30168337237,178.00,12044,5,10629,7382,0.98,55,46,73,52
希比希 【送实用大礼包】儿童智能电话手表定位中小学生超长待机防水触屏版小寻天才男孩女孩4代 樱粉（升级防水-信号增强-高清通话-移动联通版）,希比希,希比希 【送实用大礼包】儿童智能电话手表定位中小学生超长待机防水触屏版小寻天才男孩女孩4代 樱粉（升级防水-信号增强-高清通话-移动联通版）,24161943965,298.00,12000,5,11164,6398,0.98,65,62,92,29
希比希 【4G全网通视频通话】儿童电话手表学生防水GPS定位成年360多功能智能手机手环触摸屏电信版 【4G全网通+视频通话+深度防水】公主粉,希比希,希比希儿童电话手表,54455737053,415.00,11861,5,10487,5018,0.99,68,26,61,39
【直降】华为智能运动手环b3青春版  蓝牙通话男女手表 睡眠监测安卓苹果系统计步器 GRU-B09黑色,华为（HUAWEI）,【直降】华为智能运动手环b3青春版  蓝牙通话男女手表 睡眠监测安卓苹果系统计步器 GRU-B09黑色,16981236264,999.00,11761,5,10078,8691,0.99,46,47,38,23
AMAZFIT 智能运动手表2标准版 户外手表 心率手表 GPS手表 跑步手表  游泳手表 华米科技出品,AMAZFIT,AMAZFITA1609,6466228,598.00,11636,5,9960,8300,0.99,65,68,38,41
爱牵挂S7pro老人定位手表智能手表老人防走失走丢大屏大音量测血压心率跌倒一键SOS报警GPS老人手表 玫瑰金,爱牵挂,爱牵挂S7pro,100003749637,69.90,11618,5,6463,9129,0.97,109,113,97,84
正港(ZGO)智能手表男女学生运动手环彩屏多功能数码电子表防水记步睡眠心率监测儿童手表电子表 646蓝色【升级版，心率，血压，闹钟，抬手亮屏】,正港（ZGO）,正港(ZGO)智能手表男女学生运动手环彩屏多功能数码电子表防水记步睡眠心率监测儿童手表电子表 646蓝色【升级版，心率，血压，闹钟，抬手亮屏】,45156735923,69.00,11574,5,3347,8539,0.91,92,42,206,104
星莱特 手环4代智能血压运动测心率计步器防水手表睡眠来电提醒健康华为小米荣耀男女苹果安卓通用手环 黑色,星莱特,星莱特 手环4代智能血压运动测心率计步器防水手表睡眠来电提醒健康华为小米荣耀男女苹果安卓通用手环 黑色,19932379198,1238.00,11460,5,9359,7387,0.98,235,63,80,54
华为（HUAWEI） 手表WATCH GT 运动智能手表男女 成人心率睡眠检测2周续航防水NFC手环 运动款-黑色-钢带套餐,华为（HUAWEI）,华为（HUAWEI）WATCH GT,37245507384,1388.00,11224,5,7298,4820,0.98,330,526,64,22
小天才儿童电话手表Z5q防水GPS定位智能手表 学生儿童移动联通电信4G视频拍照手表手机男女孩 【4G】青绿色,小天才,小天才儿童电话手表Z5q防水GPS定位智能手表 学生儿童移动联通电信4G视频拍照手表手机男女孩 【4G】青绿色,29414436239,107.00,11198,5,8350,8574,0.99,59,49,44,21
,,,,,,,,,,,,,
,,,,,,,,,,,,,
【秒杀价98】儿童电话手表学生触屏智能手机定位关爱小天才可插卡通话360度防水8x有电信版 Q1-蓝(触屏定位+拍照+自由拨号)移动版,柒客（QIKE）,【秒杀价98】儿童电话手表学生触屏智能手机定位关爱小天才可插卡通话360度防水8x有电信版 Q1-蓝(触屏定位+拍照+自由拨号)移动版,1673221657,98.00,9773,5,9240,846,0.94,16,1,268,223
【数码节】华为荣耀手环5i智能运动手表3有4代 碳晶黑【跑步精灵3E】,华为（HUAWEI）,【数码节】华为荣耀手环5i智能运动手表3有4代 碳晶黑【跑步精灵3E】,13116214536,99.00,9731,5,8618,6796,0.98,50,43,50,47
智能运动心率手环4代男女血压血氧睡眠监测学生防水手表计步器苹果oppo荣耀华为小米5通用 科技黑,洛特非（lottefee）,智能运动心率手环4代男女血压血氧睡眠监测学生防水手表计步器苹果oppo荣耀华为小米5通用 科技黑,32168215491,128.00,9724,5,7717,4120,0.98,76,54,49,46
华为（HUAWEI） 华为荣耀智能手表Watch Magic运动手环4心率游泳定位50米防水轻薄设计 NFC支付/智能提醒 月光银,华为（HUAWEI）,华为（HUAWEI） 华为荣耀智能手表Watch Magic运动手环4心率游泳定位50米防水轻薄设计 NFC支付/智能提醒 月光银,11621434625,699.00,9649,5,9432,4575,0.97,116,47,77,117
