,Unnamed: 0,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname
20,0,11497927642,298104,5a5d5390-a04a-4292-9c38-74c9305caee1,首先发货速度很快，包装也很好，体积不大不点地方，测试一下点根烟指示灯马上变成红色啦，且自动风量增加。运行声音很小基本听不到，基他方面待使用生再来评！,2018-05-19 08:58:56,298104,2018-05-18 10:48:10,5,j***2
21,1,11523437612,298104,ad790bef-3c19-43e9-a14a-473629b64dd7,很不错呀，不太占地方，低档几乎没有声音，不影响孩子睡觉，对空气很敏感，稍有一些气味就会自动净化，物超所值！,2018-05-27 07:19:07,298104,2018-05-15 06:42:51,5,小***Y
22,2,12333607095,298104,6218d6df-fb8a-4ca5-902c-0917db821172,特意用了段时间才来评价，这款空气净化器效果还可以，有自动模式，也有高中低自己调，声音很小，而且效果没得说，松下的东西还是值得信赖的,2019-01-03 17:54:24,298104,2018-12-22 20:02:40,5,琪***0
23,3,12293394052,298104,dd8b7069-6bff-46a5-af72-53fe1ff941fe,外观简洁大方，操作方便，噪音也很小，感觉是一款从品牌到外观性能和服务都很完美的产品，喜欢松下的一线品牌！,2018-12-23 11:01:25,298104,2018-12-22 16:23:39,5,邢***8
24,4,11313675874,298104,d2043bf2-de3e-4ec0-84cd-893d8d05aca4,超静音，感应也很灵敏，家里点了熏香，很快就能感应到变成两格红色信号灯，值得购买！,2018-03-16 01:58:22,298104,2018-03-13 04:29:39,5,j***s
25,5,1310895274,298104,4b8c2372-242d-4594-af11-a5b5deb03b9c,产品很不错，一是适用，用了四个小时后，室内空气大有改观。二是机器很灵敏，在室内吸烟，马上指示灯就都红了。三是移动方便，打扫室内可随便移动。四是样式美观，体现环保（绿色）,2016-01-31 17:07:14,298104,2016-01-31 06:48:44,5,杨***实
26,6,12295351359,298104,c263a48d-9fdd-48f2-b6f9-84c349e3a5a4,京东自营，松下品牌空气净化器，物流速度快，质量不错，品质有保障，包装很细节化，用起来很不错，操作方便。,2018-12-23 20:07:40,298104,2018-12-12 10:06:08,5,j***u
27,7,12062631010,298104,c6c98fde-c7ee-4bf1-8fd4-cb5214d5b1f7,嗯，东西挺好的，颜色很喜欢，非常不错，物流也很快，服务态度一流。产品质量也不错，很静音。放了一会儿空气就变得好了,2018-10-31 06:14:42,298104,2018-10-30 08:05:27,5,V***V
28,8,1373043193,298104,7a8b5ae1-6306-4a55-8466-d5d1eaee6ebc,京东送货就是快，东西质量不错，材质用料都很好，摸着很舒服，装配工艺也很严紧，噪音很小，不影响睡眠，自动感应空间质量，自动调节出风量，操作简便，用了一晚，房间空气好多了，很满意。,2016-03-07 12:51:19,298104,2016-03-06 10:55:14,5,l***7
29,9,10951761073,298104,6bd9699d-b7f8-447f-91f9-75aceb8a130e,日本货就是好，面板拆卸非常舒适，按键感受清晰，细节到位，从胶布预留的撕口就看得出来～～滤芯没什么味道，滤看起来还不错,2017-11-11 11:35:42,298104,2017-11-10 22:08:29,5,j***b
30,0,12089123702,298104,96522a07-0258-446d-92ba-ba61bd074c30,非常不错的空气净化器，给小孩子房间用的，小孩非常喜欢这一款，声音非常小，晚上睡觉感觉不到，睡觉开一键睡眠八小时就搞定了，经济实用，值得推荐,2018-11-06 10:20:46,298104,2018-11-01 23:59:21,5,s***0
31,1,1571110480,298104,2433516a-3c51-42cc-a05d-b5d89eee77c1,价格很公道，外观设计清爽简洁，给人一种亲近大自然的感觉。机体小巧，不占空间，拆卸很方便，过滤网的清洁也很容易。还净烟模式下风机净化快。睡眠模式下，噪音与环境值基本相同。具有更换滤网提示功能，当过滤网更换指示灯提示亮起。一起买滤网更划算,2016-06-03 11:20:17,298104,2016-06-01 16:30:48,5,jd_49cda7534ccc5
32,2,11954591374,298104,fa991300-1d24-4b82-8699-6dd6db17b71e,这款净化器非常好，买回来后天天在使用，房间室内空气好很多，感应灵敏，喷了点花露水在脚上立马显示红灯，提示空气不太好了。总之还不错，入手2台价格实惠。,2018-09-28 06:31:56,298104,2018-08-15 00:01:19,5,蔓***丝
33,3,1209977438,298104,17d0a301-6598-4230-9907-96cb661bd259,很轻，也漂亮，灵敏度也高，在感应器那吹口气，红灯就闪了。很多人评论说灵敏度低，我估计是使用前没有调灵敏度，因为系统默认的灵敏度是中，按照说明书把灵敏度调成急速，也就是高，这样机器就很灵敏了。,2015-12-18 20:46:53,298104,2015-12-18 10:56:51,5,z***i
34,4,11828232144,298104,7ec197ef-3c5f-4580-8afc-60f1305fc4dd,买来放办公室用的。挺好，基本没有声音，不过风大能感觉到，操作很简单，省去了很多华而不实的功能，以后办公室装修可以再买两个,2018-08-21 14:28:34,298104,2018-08-20 21:43:57,5,r***i
35,5,12902701780,298104,db12fb76-7d37-4bde-ad6c-09e45e22858a,空气清新机个头不大，很轻巧，可以随意摆放。家里正在刷油漆，用来吸味道。,2019-06-17 21:04:40,298104,2019-06-16 15:09:15,5,s***u
36,6,10036930554,298104,b10391dc-eab9-401f-922a-2cc6ba3abf29,宝贝收到了，小巧，轻便，操作简单！颜色很清新！很好用，雾霾天刚一开窗红灯就闪，关闭后过会儿就变成了绿灯，很灵敏，价格也不贵！感谢快递小哥很晚了还给送货，辛苦了！,2017-01-05 21:54:34,298104,2017-01-01 23:01:26,5,甜***6
37,7,11555248351,298104,b108e23a-b2b3-4b9d-a46b-196e8addb0b5,不错，很薄的一款净化器，房间里找个缝就塞进去了，挺好收纳的。自动挡一般声音都比较安静，很舒适。风力足，也有循环风的效果。不愧是日系的产品，送来时包得简直是严严实实的，包装也好评。,2018-06-04 23:20:45,298104,2018-06-03 00:17:22,5,g***j
38,8,11081504890,298104,158ed163-9fa9-49c1-8d0e-c83babd0aedd,放在小房间刚好合适，外边很有现代感，像艺术品。新买的衣柜怕有味道，看中的就是臭氧去甲醛。双层过滤系统很放心。,2017-12-17 19:37:36,298104,2017-12-14 23:38:19,5,waymam
39,9,11058038281,298104,da3b1d28-bccc-463a-bae5-d0a712f2c7fd,商品包装细致，外观清新淡雅，空气洁净为蓝色时，几乎没有噪音，有异味时很快变为红色。两侧有提手，方便移动。总体满意，值得推荐！注意安装前要仔细阅读说明书。,2017-12-10 19:34:11,298104,2017-12-10 06:45:05,5,b***l
40,0,11455197887,298104,61e5a1a8-69a1-4031-b0c8-e793483c515b,办公室用的这款感觉很棒，家里毫不犹豫用也选这款！家有小宝宝，用起来效果还是很棒的，没噪音！在房间内抽根烟就亮红灯，颜色比较清新，很棒，很喜欢！值得购买！,2018-05-04 22:17:20,298104,2018-05-01 16:13:07,5,-***-
41,1,13015432733,298104,24909aab-c9ca-453a-924c-049a015a72ad,买给公司用的，之前也买了两台，觉得还不错，很静音，也很节能，而且真的很有作用的，所以又再买了两台。京东的物流速度真的很快，必须给赞,2019-07-15 11:37:22,298104,2019-05-30 21:08:41,5,a***u
42,2,10042758275,298104,311521d8-9783-4018-9568-c46a56f75ab5,体积不大，用起来比较方便，放孩子房间，客厅，卧室。轮流净化。声音也不大，不影响睡眠。很不错的东西。,2017-01-07 21:32:35,298104,2017-01-05 19:52:16,5,雪***去
43,3,2092341144,298104,6648497a-6178-4ebb-9114-acbf4027463e,空气净化器很好，特别灵敏，一有异味，灯立马变红。吸灰尘，鼻炎患者的福音，以前每天打喷嚏，现在好多了。功率小，适合卧室用。,2016-12-04 22:15:21,298104,2016-11-10 11:59:10,5,w***4
44,4,12459375039,298104,33ae231c-260b-4757-ad32-49f31e224795,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我**购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！能看到这条评论，怎么宝贝真心不要错，要不然就用别的字眼来评论.是活动买的我想到这个假期能买到这样质量的东西，以后还会回来购买，希望店家继续找好的东西.**几年了才发现要评论多少多少字才有积分 所以从今天起我要认真评价没一样我认为好的，性价比高的东西，只要有这评论出现，就证明东西质量好，性价比超高，良心卖家.赞赞赞，大家看到一定要买，不会让你失望的.,2019-02-17 02:27:34,298104,2019-02-14 00:49:39,5,1***0
45,5,11118898436,298104,6364f4ec-4ad3-407f-89d6-a8380fdcaf0f,使用了三天才评价，效果不错，在这个价位来说性价比很高，耗材的更换也很方便，第三方耗材也不贵，在密闭的环境换气也比较明显，睡眠模式基本听不到声音，连我这种对声音特别敏感的人都不觉得有影响。,2017-12-30 22:38:09,298104,2017-12-27 21:38:37,5,v***y
46,6,11501011643,298104,42ced833-a3c0-4333-b617-b2e09c60ddcb,用了几天才来评价，净化器很好，确实管用，每天都自动运行，每天都能提示空气质量，有一天做卫生晚上忘了开了，早晨打开六个红灯闪烁，赶紧打开高速清理，过一会才变成蓝灯，说明确实在起作用，外形也很好看，绿色机壳漂亮大方，很大气上档次，唯一不足的是京东货到付款，竟然不支持微信方式支付,2018-05-20 09:08:12,298104,2018-05-15 13:11:41,5,喵***诺
47,7,11535184094,298104,93ab5487-02d6-4d88-a487-968c78ac134d,用了几天感觉非常好的一款净化器，效果不错，噪音非常小，尤其睡眠模式，几乎听不见声音。很好。,2018-05-30 17:22:38,298104,2018-05-22 11:26:26,5,H***9
48,8,13319198495,298104,53a1ec8e-ec06-483d-98f2-a43b4fb092f6,净化效果可以，房间小用起来可以，去除异味效果可以的，空气变得很清新！,2019-10-12 11:56:16,298104,2019-09-12 17:24:27,5,小不狗
49,9,12393447528,298104,ad0dac2b-815f-4b7e-bdaa-2c85d50d0e98,漂亮得很，声音很小的，没有噪音的，不用安装的，插电就用了，轻便简洁美观实用。,2019-01-20 21:06:55,298104,2019-01-12 20:25:22,5,木***妈
50,0,12131588560,298104,573110f8-0392-49fd-a912-8d45f13dc691,老公单位用过这款，就自己出资由于办公室净烟，风俗很大，声音小，很好。,2018-11-14 11:10:28,298104,2018-11-11 07:20:27,5,运***燮
51,1,11691337500,298104,b3d1d05c-e372-4566-a14b-81248a2a6aee,挺安静，指示灯也很清晰。滤网比较致密。应该效果比小米的好，*入手，值。还有物流超快哦,2018-07-10 20:11:44,298104,2018-07-09 10:57:50,5,m***n
52,2,10117063836,298104,9435dd4a-0329-4cf7-833f-a6eb8b6ccffc,包装很认真，发货也快。要赞一下快递小哥，临时改了地址，虽然相隔不到五分钟路程，也二话不说就送到。本来抱着试一下的心态买这台机，出孚意外的满意。启动自动档，开始显示空气质量良好，可当厕所有异味和做菜时，马上变红，反应很灵敏。低速和睡眠档真的很静音。放在儿童房中，不到15平方，灯很快就由红变蓝。如果睡眠档也没灯光就更好了。,2017-02-10 00:35:21,298104,2017-02-06 19:00:52,5,j***5
53,3,12251194558,298104,0c05dbba-e9a3-4f77-8c13-affc4544664d,老家用了一台加湿功能松下的净化器，半年用下来爸妈觉得净化空气效果很好，现在家里有孩子，也选择松下的净化器，双11买了这一台，用到现在净化空气，各方面特别满意，又到了双12又下手一台同款的，客厅卧室，分别用，净化器很灵敏我老公吸烟红灯全部亮了起来，最大效率工作，然后变成蓝灯，开窗一下 红灯就又全部亮了，有时候厨房油烟有一点跑出来，净化器就会马上工作起来，工作效率很棒，孩子鼻炎，也有缓解，空气质量指数好了，孩子鼻炎就有所减轻，选择一台净化器真的很有必要，雾霾空气污染，家里空气有净化器，带走雾霾，很放心，值得推荐的一款产品，价格也实惠大众,2018-12-12 22:56:21,298104,2018-11-29 23:58:48,5,j***w
54,4,10854338492,298104,396655a1-4ab9-4652-bece-c9546207d34f,外观很有时尚感，第一档位声音几乎感觉不到，这个价格做工很不错，净化能力有点担心，碳吸附滤网空隙好大！没有升级滤网可供选择，一分钱一分货，全当除雾霾装备了,2017-10-12 15:22:31,298104,2017-10-11 11:53:08,5,j***v
55,5,10183965921,298104,7f9ff642-3cbf-49ae-91cd-5db9a3617161,对比了很多个品牌，也去实体店参考，纠结了很久决定就买它了，试试运气。速度超块，前一天晚上下单，第二天一早就到了。拆开检查了一下，没有用过或破损。按照步骤操作后，试了一下各种功能，除了急风声音稍微大一点点，其它都还行。外观漂亮时尚，最爱的四叶草图案。希望效果也是长期棒棒的，改善卧室晚上糟糕空气，可以睡好觉了。,2017-03-05 12:35:31,298104,2017-03-04 22:03:39,5,p***萍
56,6,13066306671,298104,04cf6da9-8ebb-43d0-a1eb-8fe87bcd6594,使用起来非常简单方便，买了开了一晚上，屋子里的异味一下子少了很多。现在基本就是全天开着。,2019-07-30 11:10:26,298104,2019-07-27 10:11:39,5,走***马
57,7,11206713933,298104,ec17c4e0-4091-4e1f-b223-d7446f7a7dd9,货品收到好久了，也用了一段时间了。这个产品外观很时尚，也很漂亮，和网上介绍的一样。质量很好，看起来很高大上。对室内空气调节起很大作用，好评！快递也很快，京东服务也很贴心，货品送到之后，晚上发现产品降价50元，和京东客服沟通，保价退回50元，非常给力，五星好评！,2018-01-31 17:50:13,298104,2017-12-12 14:05:09,5,j***6
58,8,11968609797,298104,9e6dcc17-a720-4668-83c8-fcc5ea6d4ef1,很不错的一款空气净化器、净化快、噪音小、还带有睡眠模式、值得推荐！,2018-10-02 18:42:01,298104,2018-08-28 23:18:26,5,小***女
59,9,10927203903,298104,12407aca-f197-4947-8ee9-e6eeec5c2710,净化器用了一段时间了，不得不说效果真不错，原来空气不好，过敏性鼻炎老打喷嚏，流鼻涕，现在用了一段时间后，真的好很多了，效果很明显，对有这方面过敏鼻炎问题的朋友确实有很大帮助。图片是工作中的净化器，正在很卖力的净化空气！哈哈！,2017-11-05 12:41:07,298104,2017-10-19 20:20:31,5,小咕咕妹
60,0,10063566276,298104,08d02dff-6948-4868-b5eb-62486655c1e8,外观时尚轻巧，不占地方。设计比较人性化，出风声音几乎没有。很安静。有时会变红灯。一会儿就好了。感觉主要是个心理作用，哈哈。给婴儿房用的，满意哦！,2017-01-14 17:00:27,298104,2017-01-05 21:42:10,5,i***4
61,1,10041750810,298104,953c4322-949f-438e-8cd7-b77cca9914ce,外形、颜色很好看；工作时的声音还是很小的；空气正常时显示灯是蓝色的，家里有人抽烟了，就变成4盏红灯，5分钟左右基本没烟味了有变成蓝灯。整体不错，期待后续使用效果。京东物流赞的，到上海闵行，上午下单下午就收到了。,2017-01-07 15:58:10,298104,2016-12-31 09:48:12,5,挪***5
62,2,392242167,298104,10acf796-06cc-47d8-9b49-f41ec2cad44f,去实体店看过，价格**。试用了一个晚上才来评价的。家里两个人抽烟，早上起来也没有很大的味道。看了说明书，把空气监测的灵敏度开到最大，一抽烟就变成红灯了，一会就正常了。晚上的睡眠模式基本上没有声音。推荐！,2014-08-08 07:07:58,298104,2014-08-06 14:42:21,5,YeahGeGe
63,3,11122408400,298104,01cf9d8b-ece4-49d2-9a9f-aca2f93e2870,前几天买了一个松下的，用了我觉得很不错，昨天雾霾很严重，就赶紧又上京东，正好这款很适合我，就迅速哦下单，今天就用上了，很好，造型漂亮，精致。,2018-01-01 14:21:44,298104,2017-12-31 15:42:17,5,我***梭
64,4,12688961683,298104,40942c08-4487-4065-9468-66d95eda03bf,"京东物流的确快，今天下单今天到，值得信赖！
这款空气净化器质量不错，噪音小，值得拥有！
京东，你很棒！继续加油！",2019-04-25 00:10:22,298104,2019-04-24 10:30:32,5,郭小锐12345
65,5,12522619120,298104,7ee300c0-541c-4eb4-aedc-ffcc5df61f0f,两个房间各放了一台，开最低档运行一点不吵，出门回来空气已经很干净了（无视VOC，屋子里新摆了个跑步机）,2019-03-08 17:19:59,298104,2019-03-04 16:01:06,5,M***t
66,6,11751096117,298104,f3b04714-d76f-44ae-a790-6a602f42ff42,用了两三天过来评价。从两格红色到一个蓝色，空气有明显改善，睡眠模式就是超级静音的，非常安心。性价比很高的一款机子哦。,2018-07-28 19:42:30,298104,2018-07-20 23:28:49,5,寂***0
67,7,1558684474,298104,3c363dce-5f44-41ee-8d81-3c99b2457305,超级棒，颜色很清新，给人一种很大自然的感觉，很小声音，低风量根本像没开机一样！很好的，物流超级快，上午顶的货，下午3点就送到了！超级快，不错！很好！,2016-05-29 11:22:34,298104,2016-05-28 09:46:50,5,精***3
68,8,10767706360,298104,f74f195a-6c91-4a37-b3fe-e3a6996aa8a6,给老师挑的教师节礼物～放在办公室里正好！清新的黄绿色，看着很舒服～安装简单，声音也不大，可以清楚甲醛二手烟等，相信松下的品质！,2017-09-09 10:14:26,298104,2017-09-07 12:28:59,5,E***_
69,9,10206973899,298104,97eb72b2-9fc9-41f0-8a43-2f42d457a754,外观和图片一致，安装和操作简单。出风很快很清凉。静音，真的很安静。希望以后使用也能保持这状态，勤保养，常更换过滤网。特价时入手，很划算。,2017-03-12 20:46:01,298104,2017-03-07 00:33:30,5,东***限
70,0,11446043442,298104,eac9e93c-58f0-4d27-8727-6433409ac3d6,物流超级快，早上下单，下午送到。外观图案清新淡雅，运行声音非常小，空气出来气味清新，宝宝有过敏性鼻炎，用它希望能改善。,2018-05-01 20:15:20,298104,2018-05-01 07:49:28,5,j***s
71,1,11063340299,298104,cf57162b-55e0-4a20-ac99-a9effac2ca88,外观漂亮，大小正好，试用了一下，睡眠模式下几乎没有噪音，非常棒。功能设计合理，急速计时适合快速过滤空气(比如抽烟),2017-12-12 13:41:14,298104,2017-12-10 02:22:04,5,寻***梦
72,2,1244978369,298104,91cabe0e-d737-49d7-813e-059879d7535e,很好做工精细，美观，反应灵敏，开自动档几乎没声音。对除尘应该有效，感觉吹出来的风很清新。,2016-01-03 11:34:54,298104,2016-01-02 09:35:35,5,h***n
73,3,13303263442,298104,69aef5a2-bbb1-45fa-964f-43d6ae734d18,声音真的很安静，早上下单晚上就到了，精华效果未知道，后补吧，暂时感觉好可以，性价比很挺高,2019-10-07 22:16:03,298104,2019-10-07 10:41:34,5,s***8
74,4,12134439876,298104,e07a1fb3-eb65-49d7-95ea-f1ae4727bdc3,"第一次买净化器，心中忐忑，到手后感觉很精致，第一印象好。安装简单轻松，常规运行无噪音，放心不少，希望有效果。
感谢京东，谢谢！！",2018-11-14 19:30:25,298104,2018-11-11 19:54:43,5,b***呱
75,5,11170577802,298104,b29a2c19-919e-401e-bf47-1d2102b7a504,真心不错，今晚将房间全打扫卫生，灰尘大。将机器打开一放。显示红色，真心的相信了。昨天放在小房间显示绿色灯，所以今晚又再多购买一台。???快递当晚下单，明天下午就送达了。???,2018-01-18 23:23:34,298104,2018-01-03 12:46:03,5,j***b
76,6,483187863,298104,7fb54910-3bc9-48ee-877d-ed3d14a6e537,噪音很低，夜间放小卧室都听不到声音。功耗很低，睡眠模式实测三点几瓦。使用方便。真是好东西，我又下单买了一个。就是比双十一时多花了*元。,2014-11-20 10:33:39,298104,2014-11-15 17:13:33,5,梁***耳
77,7,12257904553,298104,b3334cef-b397-462b-a06d-8005b3ad1fb1,京东速度很快呀，一天就到了。这款净化器包装精美，用料扎实。试用了一晚上，卧室里确实够安静，很喜欢！,2018-12-14 12:58:53,298104,2018-12-12 22:28:54,5,岁***明
78,8,10983554897,298104,a5a29dc7-22f7-4251-8d4a-42dbf6547d2f,外观设计时尚，使用操作简单。放在屋里使用时很安静。过滤效果应该好不错吧，虽然是日本品牌，但还是挺喜欢这个品牌的产品的，而且包装也要很不错。,2017-11-17 16:01:27,298104,2017-11-11 20:53:25,5,居***店
79,9,12735772307,298104,9cb26b1d-1be5-4b67-976a-712a9971cdde,京东送货速度快，试了一下很安静，净化过滤效果暂时没看出来，使用效果后续追评。,2019-05-07 15:02:44,298104,2019-05-01 17:04:49,5,j***1
80,0,12584495723,298104,bdab70ba-f0e6-4baf-94ae-a028afd5b620,空气净化器外观漂亮小巧不不占空间，净化效果不错，性价比高，非常好非常好！,2019-03-27 09:18:50,298104,2019-03-24 20:38:02,5,s***7
81,1,11519484891,298104,c1afead3-fedb-4f49-bc4b-a4edba733d66,来回比较了好几个品牌的好多款空气净化器，知乎上也看了很多人的经验和评述，终于选定这一款，主要用于孩子的小房间，净化空气+低噪音，操作和显示简洁，颜值和性价比很高,2018-05-25 20:07:21,298104,2018-05-25 10:10:00,5,好***发
82,2,381879251,298104,d5206c48-4419-465c-a971-238eebe5c7c9,产品与超市的一样，价格还便宜了200多。功能很实用，很好！外观漂亮，声音很小，净化的感应器也算灵敏。噪音小，舒适。  ,2014-07-24 20:15:34,298104,2014-07-23 16:38:24,5,jd_5876041
83,3,12391834720,298104,7808e277-4748-4626-935a-4ec3c7d2a237,贫民看中性价比！能除一般异味，大多空气中的尘埃，很完美！自动模式几乎没声响，要贴耳才听得到！后期再追加。,2019-01-20 13:29:59,298104,2019-01-19 00:07:02,5,花***庆
