顾客编号,销售月份,销售金额,消费天数
205,201503,205.40999999999997,20
205,201504,178.56000000000006,27
206,201501,38.099999999999994,3
207,201501,70.38,13
207,201503,84.49000000000001,16
207,201504,6.92,3
208,201501,54.699999999999996,4
209,201501,52.35,8
209,201503,26.83,5
209,201504,36.650000000000006,6
210,201501,339.43999999999994,59
210,201502,596.86,72
210,201503,673.47,78
210,201504,379.95999999999987,56
211,201501,91.61,7
212,201501,374.81999999999994,43
212,201502,277.1099999999999,44
212,201503,186.76,29
212,201504,250.89000000000001,21
213,201501,42.199999999999996,2
214,201501,134.0,6
215,201501,151.85,27
215,201502,149.65999999999997,20
215,201503,260.24,46
215,201504,296.2699999999999,35
216,201501,91.1,14
217,201501,77.24,23
218,201501,121.27000000000001,18
219,201501,18.4,3
219,201504,7.6,1
220,201501,178.93,15
220,201502,34.7,7
220,201503,145.3,14
220,201504,147.76,16
221,201501,57.28,6
221,201502,489.03,13
221,201503,79.3,11
221,201504,77.74000000000001,2
222,201501,14.919999999999998,3
223,201501,348.6499999999999,53
223,201502,21.01,7
223,201503,254.11,46
223,201504,120.59000000000002,22
224,201501,65.69999999999999,3
225,201501,32.0,3
226,201501,107.83,17
226,201502,104.2,6
226,201503,302.23000000000013,20
226,201504,81.27,6
227,201501,82.69000000000001,18
227,201502,34.39,8
227,201503,55.470000000000006,13
227,201504,155.14000000000001,21
228,201501,142.27999999999997,17
228,201502,30.71,9
228,201503,22.15,3
229,201501,62.57000000000001,11
229,201504,24.72,3
230,201501,154.3,8
231,201501,332.9999999999999,40
231,201502,332.24999999999994,44
231,201503,592.5899999999998,58
231,201504,245.57000000000002,26
232,201501,11.5,3
232,201504,18.8,2
233,201501,27.9,1
233,201502,82.30000000000001,12
234,201501,16.5,2
235,201501,133.1,16
235,201502,182.70000000000002,16
235,201503,187.41,15
235,201504,125.60000000000001,13
236,201501,29.0,8
236,201502,177.13,24
236,201503,132.52,23
236,201504,390.98999999999995,31
237,201501,79.35000000000001,9
237,201502,22.419999999999998,4
238,201501,106.8,16
238,201502,95.05000000000003,14
238,201503,63.38,10
238,201504,168.11000000000004,17
239,201501,18.5,2
240,201501,110.68,12
241,201501,42.50000000000001,8
241,201502,115.03999999999999,16
241,201503,68.43,7
241,201504,64.0,7
242,201501,249.67,37
242,201502,41.34,4
242,201503,74.22,11
242,201504,100.25,13
243,201501,43.7,3
243,201504,16.9,1
244,201501,73.66,8
244,201503,14.34,5
244,201504,76.03999999999999,10
245,201501,21.53,2
246,201501,144.02999999999997,16
247,201501,193.97999999999996,30
248,201501,171.08,17
249,201501,572.15,53
249,201502,342.91999999999996,23
250,201501,172.51000000000005,26
250,201503,285.9800000000001,29
250,201504,585.6500000000001,43
251,201501,29.200000000000003,4
251,201504,27.580000000000002,4
252,201501,65.1,4
253,201501,13.9,2
253,201502,18.14,2
253,201504,98.19000000000001,11
254,201501,23.7,4
255,201501,181.1,17
255,201502,75.69,7
255,201504,331.11,30
256,201501,275.61999999999995,33
256,201502,15.16,3
256,201503,147.38000000000002,11
257,201501,8.67,2
258,201501,203.72000000000006,19
258,201502,94.3,7
258,201503,37.62,4
258,201504,82.2,7
259,201501,120.73000000000002,9
260,201501,24.57,8
260,201502,94.13000000000001,21
260,201503,55.949999999999996,22
260,201504,426.70999999999987,59
261,201501,103.99,20
261,201502,125.89000000000001,22
261,201503,57.24999999999999,10
261,201504,160.16,29
262,201501,21.9,1
262,201502,44.9,4
263,201501,18.62,4
264,201501,186.94000000000003,19
264,201502,30.350000000000005,6
265,201501,253.81000000000003,25
265,201502,237.01,18
265,201503,92.35999999999999,10
265,201504,247.05000000000004,27
266,201501,163.21,24
266,201504,165.79,14
267,201501,274.6000000000001,27
267,201502,117.47000000000001,13
267,201503,131.79000000000002,27
267,201504,94.37,10
268,201501,81.85,8
268,201503,87.15,12
269,201501,218.65999999999997,21
269,201503,184.82000000000005,26
269,201504,34.21,5
270,201501,211.53,36
270,201502,196.15,10
270,201503,144.57000000000002,25
270,201504,98.25000000000001,15
271,201501,81.68,9
271,201502,90.31,10
271,201503,130.12,4
271,201504,5.9,1
272,201501,89.1,3
273,201501,74.5,7
273,201502,73.30000000000001,5
274,201501,366.04999999999995,42
274,201503,145.39999999999998,15
274,201504,231.11000000000004,25
275,201501,15.55,3
276,201501,36.04,7
277,201501,117.14,13
277,201502,487.5,11
278,201501,199.22,8
278,201503,25.51,2
278,201504,66.19999999999999,3
279,201501,20.62,3
279,201502,21.759999999999998,5
279,201504,61.95,12
280,201501,127.95000000000003,29
280,201502,48.0,7
281,201501,67.30000000000001,18
281,201502,9.2,2
281,201503,30.940000000000005,7
281,201504,81.49,16
282,201501,18.9,3
283,201501,51.8,2
284,201501,62.129999999999995,13
284,201502,46.419999999999995,12
284,201503,249.97999999999996,40
284,201504,121.73000000000002,16
285,201501,12.59,3
286,201501,367.30999999999995,14
286,201502,282.78999999999996,17
286,201503,139.75,12
286,201504,198.23000000000008,29
287,201501,70.86999999999999,15
287,201502,95.49,10
287,201503,107.63000000000001,21
287,201504,30.3,6
288,201501,4.5,1
288,201504,21.1,3
289,201501,4.16,2
289,201504,26.9,1
290,201501,77.9,3
291,201501,77.59,7
292,201501,18.35,3
292,201504,4.9,1
293,201501,42.24,10
294,201501,315.00000000000006,22
294,201503,73.9,8
294,201504,129.76,14
295,201501,20.6,7
296,201501,55.86,3
297,201501,126.3,8
297,201503,676.9999999999999,23
297,201504,185.63,6
298,201501,21.6,6
298,201502,243.26000000000002,16
298,201503,19.4,2
298,201504,5.699999999999999,2
299,201501,156.5,17
300,201501,131.37,13
300,201502,142.95000000000002,13
300,201503,96.03,15
300,201504,62.4,12
301,201501,107.09000000000002,22
301,201502,97.60000000000001,4
302,201501,50.2,11
303,201501,63.019999999999996,8
303,201502,155.29,21
303,201503,45.3,8
303,201504,273.76,36
304,201501,534.67,56
304,201502,166.43,18
304,201503,233.97999999999996,22
304,201504,538.1599999999999,63
305,201501,34.20000000000001,6
306,201501,97.22,17
306,201502,29.9,5
306,201503,138.67,18
306,201504,80.7,8
307,201501,35.76,10
307,201504,5.09,2
308,201501,276.39000000000004,27
308,201502,18.0,2
308,201503,44.1,10
308,201504,30.6,2
309,201501,152.86000000000004,30
309,201502,162.73000000000002,23
309,201503,195.57000000000005,22
309,201504,89.9,10
310,201501,105.66000000000001,6
310,201503,22.3,3
310,201504,65.23,6
311,201501,183.65,19
311,201503,66.79,9
311,201504,55.15,11
312,201501,188.8,3
313,201501,27.5,9
313,201502,100.61999999999999,13
313,201503,77.81,4
314,201501,76.13,19
315,201501,57.18,6
316,201501,648.5500000000001,22
316,201502,86.51000000000002,10
316,201503,103.16,8
316,201504,49.0,1
317,201501,55.04,15
317,201502,248.72,33
317,201503,39.12,10
318,201501,120.35,10
318,201502,401.34,25
318,201503,257.84,25
318,201504,74.5,5
319,201501,7.050000000000001,2
320,201501,16.8,2
320,201502,41.96,4
321,201501,61.25,8
321,201503,92.58999999999999,10
322,201501,16.81,3
323,201501,45.49999999999999,5
324,201501,8.5,2
325,201501,85.89,5
325,201504,80.61000000000001,5
326,201501,350.9999999999999,22
326,201502,163.9,17
326,201503,60.74999999999999,7
326,201504,160.60000000000002,16
327,201501,96.33,19
327,201503,74.9,13
327,201504,31.15,5
328,201501,78.7,5
328,201502,26.0,5
329,201501,155.0,2
329,201503,141.79000000000002,7
329,201504,16.71,3
330,201501,38.72,3
330,201503,66.67,5
330,201504,67.72999999999999,5
331,201501,62.589999999999996,11
331,201503,4.8,3
331,201504,117.73000000000002,15
332,201501,182.50000000000003,23
333,201501,145.3,11
334,201501,97.4,13
335,201501,33.56,4
336,201501,36.8,2
336,201502,64.67999999999999,12
336,201504,26.31,6
337,201501,56.74,8
337,201502,219.88000000000008,28
337,201503,61.57,9
337,201504,163.17000000000002,12
338,201501,72.7,3
339,201501,88.47999999999999,17
339,201502,77.15999999999998,15
339,201503,90.90000000000002,27
339,201504,61.080000000000005,15
340,201501,105.0,1
341,201501,9.9,2
341,201503,110.88,8
342,201501,23.409999999999997,7
342,201502,13.21,6
343,201501,38.0,4
343,201504,48.47,7
344,201501,177.86999999999998,27
344,201502,27.72,5
344,201503,190.43000000000004,28
344,201504,103.10000000000002,26
345,201501,93.14,9
346,201501,294.45000000000005,28
346,201503,26.57,7
347,201501,54.989999999999995,8
347,201502,125.48000000000002,13
347,201503,41.589999999999996,6
347,201504,211.18000000000006,21
348,201501,80.49000000000001,12
348,201502,118.41000000000001,9
348,201503,290.94000000000005,26
348,201504,599.3899999999999,41
349,201501,74.46999999999998,10
350,201501,57.4,7
350,201503,47.13,5
350,201504,34.3,5
351,201501,91.5,10
352,201501,228.18000000000006,34
352,201502,67.99999999999999,8
352,201503,12.93,2
352,201504,211.65999999999997,27
353,201501,173.75,13
353,201502,144.74,12
353,201503,117.21000000000001,12
353,201504,52.8,3
354,201501,238.15,16
354,201502,70.35,13
354,201503,79.85,4
354,201504,116.17,7
355,201501,215.49000000000004,23
355,201502,194.85,25
356,201501,53.62,5
357,201501,150.54999999999998,12
357,201503,59.24,7
358,201501,45.81,5
359,201501,30.22,3
360,201501,25.43,5
361,201501,90.4,7
361,201502,59.3,4
362,201501,164.60000000000002,11
363,201501,27.7,4
364,201501,17.33,2
365,201501,200.89000000000004,19
365,201502,33.19,6
365,201503,102.67999999999999,11
365,201504,145.3,9
366,201501,3.25,3
367,201501,116.27999999999997,12
367,201504,33.07,5
368,201501,92.4,10
368,201502,52.96,2
368,201503,45.99999999999999,10
368,201504,31.56,5
369,201501,32.29,3
369,201502,100.0,9
370,201501,51.07,4
371,201501,46.61,13
371,201502,28.03,6
371,201503,66.99,8
371,201504,200.18,28
372,201501,470.61999999999995,32
372,201502,321.14000000000004,34
372,201503,314.78,43
372,201504,399.33999999999986,63
373,201501,143.17000000000004,12
373,201502,5.16,2
373,201503,90.4,10
373,201504,14.9,1
374,201501,271.90000000000003,30
374,201503,61.629999999999995,10
375,201501,142.23,6
375,201502,63.239999999999995,10
375,201504,60.730000000000004,5
376,201501,38.7,5
376,201503,18.419999999999998,4
377,201501,335.92999999999995,18
377,201502,492.79999999999995,12
378,201501,136.0,11
378,201502,176.5,5
378,201504,41.900000000000006,4
379,201501,31.27,10
380,201501,32.16,5
380,201502,249.31000000000006,26
380,201504,89.1,14
381,201501,125.12,13
381,201502,69.64,16
381,201503,27.299999999999997,7
381,201504,190.62,23
382,201501,159.4,10
382,201502,71.59000000000002,15
382,201504,156.2,6
383,201501,44.3,14
383,201502,92.03,13
383,201503,87.67,6
383,201504,78.1,3
384,201501,32.5,6
385,201501,72.6,13
385,201502,38.879999999999995,6
385,201503,27.73,4
385,201504,124.27,19
386,201501,70.01999999999998,9
386,201502,64.7,2
387,201501,90.03999999999999,15
387,201503,132.68,19
388,201501,166.50000000000003,9
388,201502,42.3,7
388,201504,61.38,7
389,201501,72.66,6
389,201502,116.15,8
389,201504,161.07999999999998,6
390,201501,33.72,6
390,201502,24.200000000000003,3
391,201501,56.06999999999999,4
392,201501,51.5,7
393,201501,53.13,3
394,201501,140.2,18
395,201501,251.63000000000002,25
395,201502,410.3899999999998,39
395,201503,542.0199999999998,49
395,201504,616.1599999999996,62
396,201501,129.84000000000003,32
396,201502,34.68,11
396,201503,209.92000000000004,20
396,201504,125.52,10
397,201501,113.0,19
397,201502,70.78,11
397,201503,137.95,13
397,201504,52.15,15
398,201501,79.1,13
398,201502,45.910000000000004,6
398,201503,135.30000000000004,24
398,201504,331.50999999999993,53
399,201501,185.65,4
400,201501,128.35999999999999,27
400,201502,238.59,31
400,201503,250.04999999999993,52
400,201504,234.94999999999996,34
401,201501,49.42,4
402,201501,47.04,6
402,201502,88.82000000000002,7
402,201503,198.76,15
402,201504,49.5,10
403,201501,210.58999999999997,8
403,201503,135.74,8
404,201501,114.56,8
404,201502,212.04,22
404,201503,38.58,4
404,201504,219.43000000000004,20
405,201501,76.25000000000001,16
405,201503,97.73,15
405,201504,106.13000000000001,13
406,201501,37.89,3
407,201501,38.7,7
408,201501,80.86999999999999,9
408,201503,105.06,13
408,201504,111.59000000000003,22
409,201501,41.67,4
409,201502,27.64,9
409,201504,87.38,11
410,201501,21.299999999999997,2
411,201501,52.22,10
411,201502,70.85,10
411,201503,42.660000000000004,7
411,201504,90.75,11
412,201501,82.75000000000001,14
412,201502,247.03000000000003,10
412,201503,46.709999999999994,8
412,201504,24.200000000000003,2
413,201501,42.0,1
414,201501,20.8,2
415,201501,214.92999999999998,19
415,201502,54.92,6
415,201503,86.62,13
415,201504,58.07,3
416,201501,200.67,5
417,201501,171.23,12
418,201501,11.9,3
418,201504,5.79,2
419,201501,27.9,6
419,201503,39.1,7
420,201501,22.790000000000003,4
421,201501,174.89,17
421,201502,39.22,3
421,201503,17.779999999999998,4
421,201504,152.02,17
422,201501,2.89,1
423,201501,191.5,14
423,201504,81.53999999999999,12
424,201501,208.59000000000006,24
425,201501,111.36000000000001,13
425,201502,77.96,9
426,201501,43.480000000000004,5
427,201501,46.33,2
428,201501,26.7,7
429,201501,132.29,16
430,201501,41.800000000000004,6
431,201501,106.41999999999999,10
431,201502,89.43,5
431,201503,55.849999999999994,4
431,201504,63.34,5
432,201501,124.03,6
433,201501,190.76999999999998,24
433,201503,34.3,5
434,201501,83.74000000000001,9
434,201502,58.8,1
434,201503,35.4,5
434,201504,33.7,3
435,201501,75.06,14
435,201502,34.1,5
435,201503,21.099999999999998,5
436,201501,119.91,15
437,201501,166.67000000000002,18
437,201503,18.81,3
437,201504,75.57000000000001,11
438,201501,230.20999999999995,17
438,201502,771.3999999999999,14
439,201501,40.9,1
439,201502,248.87,17
439,201503,64.19,6
439,201504,109.03999999999999,16
440,201501,72.17,8
440,201502,127.39,11
440,201503,91.71000000000001,7
440,201504,30.57,5
441,201501,308.08,51
441,201503,136.97000000000003,11
441,201504,75.01,13
442,201501,52.83,4
442,201502,22.700000000000003,2
442,201503,58.599999999999994,7
442,201504,17.7,3
443,201501,8.59,3
443,201502,201.9,3
443,201503,57.56,8
443,201504,102.35,22
444,201501,15.600000000000001,2
444,201502,129.60000000000002,19
444,201503,85.60999999999999,9
444,201504,42.35,7
445,201501,22.25,9
445,201503,12.739999999999998,3
446,201501,37.2,4
447,201501,14.8,2
447,201503,27.64,3
447,201504,82.96000000000001,10
448,201501,10.9,1
449,201501,17.1,3
450,201501,27.200000000000003,2
450,201503,358.66,36
450,201504,49.92,8
451,201501,37.05,5
452,201501,19.9,1
453,201501,81.98,9
453,201502,95.62,7
453,201503,139.83,7
453,201504,46.99,8
454,201501,106.97000000000003,21
454,201502,211.59000000000003,29
454,201503,75.62,13
454,201504,451.3799999999999,61
455,201501,21.8,1
456,201501,78.0,1
456,201502,54.9,1
457,201501,27.880000000000003,5
457,201503,39.449999999999996,5
458,201501,46.3,7
458,201502,72.03,10
459,201501,96.1,14
459,201502,11.9,2
459,201504,41.63999999999999,9
460,201501,90.6,4
461,201501,178.54000000000002,26
461,201502,189.23000000000002,34
461,201503,290.26,48
461,201504,187.16,22
462,201501,29.4,3
463,201501,76.9,1
464,201501,151.99000000000004,23
464,201503,175.4,20
