QCY A1 无线蓝牙耳机 商务便携 车载耳机 大电量长续航 通用 黑色,QCY,QCYQCY A1,5639768,99.00,415042,5,394193,75224,0.95,1734,101,7129,11139
荣耀  AM33 荣耀经典手机耳机 USB Type-c版 白色,华为（HUAWEI）,华为AM33,8454278,99.00,413396,5,323737,284472,0.98,1769,646,1266,2066
小米降噪耳机Type-C版 黑色 双动圈动铁 入耳式 耳麦,小米（MI）,小米降噪耳机Type-C版,4899060,299.00,402520,5,332457,262651,0.98,2871,778,2523,3521
小米 Redmi AirDots 真无线蓝牙耳机|分体式耳机 |收纳充电盒 |蓝牙5.0 |按键防触控操作,小米（MI）,小米Redmi AirDots 真无线蓝牙耳机,100004460494,129.90,398611,5,87159,305546,0.93,2285,1061,3413,2493
漫步者（EDIFIER） K800 单孔版 头戴式游戏耳机 耳机耳麦 绝地求生耳机 吃鸡耳机 办公教育 学习培训 黑色,漫步者（EDIFIER）,漫步者K800 单孔板,1191045,69.00,398211,5,334229,142770,0.95,1141,253,4084,9975
竞音者  升级版立体声入耳式耳机耳麦 手机耳机苹果耳机运动耳机可通话适用苹果安卓三星小米华为OPPO VIVO,竞音者,竞音者通用款,8504448,29.90,394014,5,228076,313514,0.98,838,41,1674,1370
华为（HUAWEI）原装耳机 三键线控 带麦克风 半入耳式耳机 原装手机耳机 白色 金属版 AM116,华为（HUAWEI）,华为AM116,1552925,69.00,369874,5,285778,205120,0.98,1209,450,2106,3562
路信(losence) i3鲸 无线蓝牙耳机迷你超小隐形微型运动商务入耳式车载耳机 苹果/安卓华为vivo小米通用 黑色,路信（losence）,路信i3鲸,5039678,49.90,346594,5,322875,246676,0.98,1725,616,2814,2927
飞利浦（PHILIPS）HiFi耳机 头戴耳机 高保真立体声音乐耳机 Hi-Res认证 SHL3565（黑）,飞利浦（PHILIPS）,飞利浦SHL3565BK,4887891,199.00,339111,5,282381,121513,0.95,949,219,3834,10105
热狗HOTGO 蓝牙耳机迷你超小隐形微型运动无线入耳式耳塞手机通用型车载商务通话超长待机充电舱可收纳 H1-黑色旗舰版-自带1100毫安充电舱,热狗（HOTGO）,热狗HOTGO 蓝牙耳机迷你超小隐形微型运动无线入耳式耳塞手机通用型车载商务通话超长待机充电舱可收纳 H1-黑色旗舰版-自带1100毫安充电舱,14928526543,59.90,327712,5,305240,223032,0.98,1569,600,2742,2459
Coolv耳机入耳式有线手机耳机适用oppo华为vivo苹果一加荣耀小米安卓平板电脑降噪唱歌圆孔耳塞 通用k歌360锤子三星努比亚小米3.5尊享音乐耳机,Coolv,Coolv手机耳机有线入耳式Plus尊享oppo苹果vivo华为小米红米,22694685514,629.00,311953,5,221907,233797,0.98,1857,472,1561,1390
雷蛇（Razer）北海巨妖竞技版 游戏耳机耳麦 头戴式电竞游戏THX耳机7.1耳麦cf吃鸡神器lol 绿色,雷蛇（Razer）,雷蛇北海巨妖竞技版-绿色,100000014790,223.00,311567,5,235973,233979,0.98,1515,728,1712,1757
Apple 采用Lightning/闪电接头的 EarPods 耳机,Apple,Apple采用 Lightning 接头的 EarPods,3494451,9.90,294957,5,204158,173123,0.98,687,211,1543,1977
纽曼（Newmine）NM-LK06 全兼容线控音乐手机耳机 白色,纽曼（Newmine）,纽曼NM-LK06,1261881,99.00,288412,5,211519,173335,0.96,1454,201,4071,4222
,,,,,,,,,,,,,
【自营正品】苹果耳机有线lightning适用iPhone7/7plus/8P/X/XS/7p XSMax/XR/11pro-真芯片|扁头接口,维肯（Viken）,维肯（Viken）维肯原装正品苹果耳机,45022981664,123.00,169351,5,87378,127450,0.97,719,102,1184,780
华为耳机半入耳式荣耀手机线控原装畅享9s/9e/nova4e/荣耀8X/10青春版/V20/畅玩8C 【标准版】AM115线控白色 热卖款,华为（HUAWEI）,华为（HUAWEI）华为耳机,1765895881,35.00,158483,5,150069,85893,0.97,764,99,1368,1909
因卓（KOTION EACH）G2000黑红电脑电竞耳机头戴式震动游戏吃鸡有线耳麦台式带话筒笔记本重低音带麦克风,因卓（KOTION EACH）,因卓G2000,100001856031,99.00,155820,5,128012,92722,0.97,807,242,1098,1524
FANBIYA 无线蓝牙耳机迷你隐形微型超小运动超长待机商务入耳式耳塞式车载适用苹果华为荣耀小米手机 嫩肤色【高配版1200mAh】,FANBIYA,FANBIYA 无线蓝牙耳机迷你隐形微型超小运动超长待机商务入耳式耳塞式车载适用苹果华为荣耀小米手机 嫩肤色【高配版1200mAh】,25590962916,49.90,154364,5,118299,85513,0.98,867,279,1338,965
芒果人【买一台发两台】真无线蓝牙耳机入耳式运动音乐适用于苹果iphone华为小米手机通用Plus尊享版,芒果人（mango man）,芒果人S13,100002608236,199.00,154168,5,82223,119491,0.97,684,257,1209,831
JBL T280A 立体声入耳式耳机 手机耳机 电脑游戏耳机 带麦可通话 苹果安卓通用 珍珠黑,JBL,JBLT280A,1312960,199.00,154146,5,126601,80609,0.95,1275,223,2370,3029
华为（ HUAWEI） 华为无线耳机 真无线蓝牙耳机 音乐耳机  Freebuds 2 Pro 碳晶黑 CM-H2 适用P30/P30 Pro,华为（HUAWEI）,华为CM-H2,100002248126,999.00,153715,5,53261,118493,0.95,1296,709,1152,1082
【限时秒杀】维肯 手机耳机入耳式有线线控耳塞运动游戏电脑魔音音乐K歌苹果小米华为VIVO魅族OPPO 标志版原装-复古黑-3.5MM圆孔安卓,维肯（Viken）,【限时秒杀】维肯 手机耳机入耳式有线线控耳塞运动游戏电脑魔音音乐K歌苹果小米华为VIVO魅族OPPO 标志版原装-复古黑-3.5MM圆孔安卓,27994895084,22.90,151716,5,126489,101646,0.98,751,202,1176,1250
小米双单元半入耳式耳机 黑色 动圈+陶瓷喇叭双单元声学架构 高韧性线材+微机电麦克风线控,小米（MI）,小米小米双单元半入耳式耳机,6968459,69.00,150840,5,92815,113791,0.98,458,211,402,704
维肯手机耳机半入耳式有线苹果华为荣耀vivo三星OPPO小米红米魅蓝IQOO一加安卓平板游戏k歌带麦 通用美图360金立HTC诺基亚麦芒锤子,维肯（Viken）,维肯（Viken）iPad华为p10荣耀9畅玩7一加6oppor15,11319704176,29.90,149310,5,118369,101592,0.98,698,191,1073,1039
澳浪 无线蓝牙耳机运动入耳式游戏吃鸡适用于苹果iPad air华为p30小米OPPO红米手机二代 50xs白色,澳浪,澳浪BES50XS,100002979032,90.00,146276,5,84219,117382,0.98,366,48,725,525
【自营仓次日达】ITQ 蓝牙耳机 真无线迷你超小运动适用于华为/苹果/oppo双耳入耳式 【蓝牙5.0 双耳通话】【触摸升级版】白色,ITQ,【自营仓次日达】ITQ 蓝牙耳机 真无线迷你超小运动适用于华为/苹果/oppo双耳入耳式 【蓝牙5.0 双耳通话】【触摸升级版】白色,40204252419,178.00,144634,5,102551,85095,0.97,1232,524,1263,978
达尔优(dareu) EH722白银版 耳机 耳麦 游戏耳机 电脑耳机 耳机头戴式 头戴式耳机,达尔优,达尔优EH722 达尔优发光耳机白银版,100007991772,139.00,143192,5,101479,110259,0.98,514,326,725,772
达尔优（dareu）EH925降噪版 耳机 游戏耳机 电脑耳机 耳机头戴式 头戴式耳机 耳麦 黑色,达尔优,达尔优EH925降噪版,100002781694,399.00,142336,5,102167,109287,0.98,533,340,731,784
达尔优(dareu) EH765B 耳机 耳麦 无线耳机 蓝牙耳机 电脑耳机 耳机头戴式 头戴式耳机 黑色,达尔优,达尔优EH765,100003511738,149.00,142336,5,102167,109287,0.98,533,340,731,784
Masentek STA 蓝牙耳机挂绳挂件颈挂式,Masentek,MasentekSTA,1192533,9.90,137621,5,128434,6307,0.94,109,0,3225,4882
蛇圣（Holy serpent） H5耳机入耳式重低音手机魔音耳塞电脑小米华为通用型线控带麦K歌 银白色音乐版-不带麦,蛇圣（Holy serpent）,蛇圣（Holy serpent） H5耳机入耳式重低音手机魔音耳塞电脑小米华为通用型线控带麦K歌 银白色音乐版-不带麦,10171695234,64.90,137169,5,132344,72656,0.98,951,195,887,1063
电脑耳机头戴式耳麦笔记本台式游戏吃鸡电竞网吧带麦克风话筒降噪手机音乐魔声耳机有线魔音7.1声道双插头 USB 7.1声道（黑色七彩光版）,前行者（EWEADN）,电脑耳机头戴式耳麦笔记本台式游戏吃鸡电竞网吧带麦克风话筒降噪手机音乐魔声耳机有线魔音7.1声道双插头 USB 7.1声道（黑色七彩光版）,10635128175,349.00,132581,5,114417,64941,0.97,712,336,1273,1329
山水（SANSUI）动铁蓝牙耳机 无线运动耳机苹果安卓通用 i23动铁/黑色,山水（SANSUI）,山水（SANSUI）i23,42439826427,199.00,132369,5,109179,75227,0.98,1150,538,470,650
【到手价169】山水（SANSUI） I23无线蓝牙耳机 防水迷你超小运动隐形双耳 黑色/6D重低音环绕/自动配对/7级防水,山水（SANSUI）,【到手价169】山水（SANSUI） I23无线蓝牙耳机 防水迷你超小运动隐形双耳 黑色/6D重低音环绕/自动配对/7级防水,24342752163,299.00,132369,5,109179,75227,0.98,1150,538,470,650
漫步者（EDIFIER）TWS2 真无线蓝牙耳机 运动耳机 迷你入耳式手机耳机 通用苹果华为小米手机  黑色,漫步者（EDIFIER）,漫步者TWS2,100001236620,39.00,131443,5,49314,98572,0.96,800,589,908,1032
苹果手机耳机 iphone耳机入耳式线控麦克风耳塞适用iphone6s/plus/5s/se/c/ipad/air/mini/pro 幻响,幻响（i-mu）,幻响线控耳机,1094922,179.90,131013,5,116828,61307,0.94,421,49,3768,3528
索爱（soaiy）F3 真无线蓝牙耳机 商务入耳式 立体声 蓝牙耳5.0 迷你运动跑步重低音苹果安卓手机通用,索爱（soaiy）,索爱F3,100004257384,29.00,129833,5,94928,95796,0.96,846,246,1818,1211
硕美科—声丽（SENICC）ST-2102 头戴式电脑耳麦 立体声耳机 双插头,硕美科（SOMIC）,硕美科DT-2102,129408,399.00,129006,5,115844,14211,0.93,204,35,1783,6304
捷波朗（Jabra）Boost/劲步 商务蓝牙耳机单耳手机通话耳机耳麦 全向降噪 超长待机 通用型 黑色,捷波朗（Jabra）,捷波朗BOOST 劲步,1390167,99.00,128374,5,116469,52710,0.97,787,200,1369,1766
JBL T280BT 入耳式蓝牙无线耳机 运动耳机+手机游戏耳机 苹果安卓通用 金属钛振膜 跑步磁吸式带麦 红色,JBL,JBLT280BT,6004883,29.00,126900,5,98700,93024,0.98,1488,562,668,663
荣耀原装三键线控防缠绕 动圈式 高保真立体声入耳式耳机 引擎2代（苍穹灰）适用于华为荣耀手机,华为（HUAWEI）,华为AM13 入耳式耳机,2819991,59.90,126840,5,103682,59455,0.97,772,199,789,1330
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
【11万好评】【实收两条耳机】奥路马 入耳式线控手机耳机 通用安卓IOS三星小米华为OPPOVIVO 安卓带线控,奥路马（AVOVA）,奥路马（AVOVA）SR-005,10122176817,28.80,114078,5,94347,81230,0.98,311,83,754,1017
索尼（SONY）WI-1000X Hi-Res颈挂式 入耳式 无线蓝牙耳机 高音质降噪耳机 手机通话 黑色,索尼（SONY）,索尼WI-1000X,5463278,1138.00,110252,5,81056,83113,0.98,881,288,612,648
APPLE苹果 新款AirPods2代/AirPods无线蓝牙耳机支持ipad/iphone手机 Airpods 2 【有线充电盒版】七仓直发 官方标配【下单送硅胶保护套+防丢绳】,APPLE苹果,APPLE苹果airpods,24497394828,99.00,109280,5,67192,82636,0.98,647,547,613,220
维想（WEIXIANG） Air无线蓝牙耳机苹果7/8/X安卓手机通用迷你运动Pods入耳式耳机,维想（WEIXIANG）,维想（WEIXIANG） Air无线蓝牙耳机苹果7/8/X安卓手机通用迷你运动Pods入耳式耳机,14156715203,1373.00,109280,5,67192,82636,0.98,647,547,613,220
APPLE苹果 蓝牙耳机airpods无线耳机 原装iPhoneX/8/7手机耳机 AirPods【2代】无线充电,APPLE苹果,APPLE苹果Airpods,39992067700,69.00,109280,5,67192,82636,0.98,647,547,613,220
夏新（AMOI）F9无线5.0双耳超小迷你隐形TWS蓝牙耳机耳塞式入耳式运动跑步 小米苹果安卓手机通用 黑色,夏新（AMOI）,夏新F9,100000407072,39.90,108836,5,36041,75775,0.93,842,410,1414,1050
弗尼 耳机入耳式有线耳麦线控音乐运动游戏电脑吃鸡苹果小米华为OPPO荣耀VIVO魅族通用 灰色3.5mm圆孔专用版【支持通话和调音】送收纳袋,弗尼,弗尼S200,57197327423,169.00,108369,5,83112,81303,0.98,262,93,458,536
小米蓝牙项圈耳机 青春版 橙色,小米（MI）,小米蓝牙项圈耳机 青春版,100001299681,49.00,108311,5,36733,85755,0.97,397,314,431,397
夏新 (AMOI) I7无线蓝牙耳机双耳耳塞式适用于苹果IPhone X/XR小米华为重低音迷你男女安卓通用可接听 珠光白,夏新（AMOI）,夏新I7,100003490404,69.00,106487,5,23302,80318,0.89,645,203,1764,1103
努比亚（nubia）三键线控带麦半入耳式耳机 律音耳机  游戏耳麦 手机通话,努比亚（nubia）,努比亚律音耳机,100006443124,149.00,106467,5,103778,32804,0.97,875,1,821,1437
真无线蓝牙耳机 运动商务pods2双耳正品5.0 TWS降噪苹果适用iPhoneX/8/7P手机耳机迷你入耳式 梵帝西诺,梵帝西诺,梵帝西诺梵帝西诺TWS耳机,100002411568,109.00,104289,5,23620,80181,0.95,369,63,640,495
7恋手机耳机有线入耳式适用oppo苹果vivo华为荣耀一加安卓3.5ipad平板电脑降噪唱歌圆头耳塞 通用k歌360小米红米诺基亚一加三星尊享音乐耳机,7恋（SevenLove）,7恋（SevenLove）入耳式有线手机耳机Plus尊享iphone6s小米5oppor17/vivox9,35098014522,59.90,103115,5,43844,72929,0.97,693,207,693,645
击音【触控级】挂耳式运动蓝牙耳机|男女分款 跑步无线防水全触摸入耳式iGene TouchSport男款 黑色,击音（iGene）,击音Touch Sport,4817048,49.00,102342,5,94025,71743,0.98,668,124,747,953
热狗HOTGO 蓝牙耳机超长待机无线蓝牙5.0耳塞挂耳式开车手机通话通用型OPPO B5-枪色,热狗（HOTGO）,热狗HOTGO 蓝牙耳机超长待机无线蓝牙5.0耳塞挂耳式开车手机通话通用型OPPO B5-枪色,28960860520,38.00,100193,5,60074,59243,0.98,808,451,651,521
希讯 HOPECENT无线蓝牙耳机 EP70苹果iphone7/8/X Air运动商务双耳入耳式迷你超小Pods手机耳机,希讯（HOPECENT）,希讯EP70,100008799234,99.00,98864,5,19026,79046,0.96,289,48,509,283
华为原装降噪有线手机耳机Mate9 10P9P10Plus荣耀V9V10PlayNova2s9i8x 【送耳机收纳包】AM115半入耳式耳机-经典热卖款,华为（HUAWEI）,华为原装降噪有线手机耳机Mate9 10P9P10Plus荣耀V9V10PlayNova2s9i8x 【送耳机收纳包】AM115半入耳式耳机-经典热卖款,19149141140,59.90,97752,5,57265,74828,0.99,299,230,251,277
图拉斯（TORRAS） 耳机入耳式有线控耳麦运动游戏电脑hifi音乐手机降噪跑步苹果华为三星吃鸡通用 合金声腔-HiFi立体声【星空黑】-送收纳袋 苹果安卓通用,图拉斯（TORRAS）,图拉斯（TORRAS） 耳机入耳式有线控耳麦运动游戏电脑hifi音乐手机降噪跑步苹果华为三星吃鸡通用 合金声腔-HiFi立体声【星空黑】-送收纳袋 苹果安卓通用,49878477858,59.00,97453,5,90922,72082,0.99,562,129,171,300
夏新（AMOI）F9无线双耳超小迷你隐形TWS蓝牙耳机耳塞式入耳式运动跑步 小米苹果安卓手机通用 白色,夏新（AMOI）,夏新F9,6938551,16.90,95676,5,58344,64511,0.96,651,237,1076,887
OPPO耳机原装正品r15x r17k3r11plus renoace安卓r9s手机有线半入耳式通用 3.5mm美标圆口-热卖款,OPPO,OPPOMH135,28684210403,29.90,95437,5,58826,73465,0.98,223,113,362,302
纽曼 Newmine NM-JK12金属通用入耳式手机耳机音乐游戏通话运动跑步线控耳机耳塞兼容手机平板电脑等 金色,纽曼（Newmine）,纽曼NM-JK12,3052874,39.00,94938,5,75419,56398,0.96,613,64,1430,1356
爱美声 【限时秒杀】 耳机入耳式重低音带麦运动跑步苹果华为小米VIVO手机通用 银蓝【买一送一】 通用版（支持通话）,爱美声,爱美声 【限时秒杀】 耳机入耳式重低音带麦运动跑步苹果华为小米VIVO手机通用 银蓝【买一送一】 通用版（支持通话）,11955924339,79.00,94752,5,81725,67118,0.98,350,57,649,715
毕亚兹 蓝牙耳机迷你隐形小巧无线 立体声运动耳塞式蓝牙4.1 支持苹果7/6S安卓等手机通用版 D13黑色,毕亚兹（BIAZE）,毕亚兹蓝牙耳机,4046524,99.00,94522,5,88689,18758,0.96,933,65,1411,2056
网易严选 网易智造 X1舒耳蓝牙耳机 无线运动耳机 半入耳式 手机耳机通话跑步防水 白色,网易,网易NIT-WHS-02-X0-WH,8832897,49.90,94159,5,85555,69993,0.98,551,176,529,923
海威特（Havit）I9蓝牙耳机无线运动商务挂耳式车载开车耳塞 超长待机高清通话 苹果华为小米OPPO手机通用 黑,海威特（HAVIT）,海威特I9系列,5199514,68.00,92637,5,80147,69729,0.98,450,191,705,549
【次日达】苹果耳机有线半入耳式手机耳塞线控耳麦苹果iPhone6/6s/7p/8p/x/iPad 3.5mm圆头接口(iPhone5/6),维肯（Viken）,维肯（Viken）苹果iphone5s/6/7/8/x/xsplus/xr,37839076076,32.00,92054,5,33741,67883,0.96,369,78,715,495
【自营】Viken手机耳机入耳式有线适用苹果六iPhone6/6s/6p/plus/7p8/iPad 3.5mm圆头(iPhone5/6),维肯（Viken）,维肯（Viken）维肯原装正品耳机,41792106734,89.00,92054,5,33741,67883,0.96,369,78,715,495
硕美科—声丽（SENICC）ST-2688 头戴式电脑耳机 带话筒耳麦 双插头 香槟金,硕美科（SOMIC）,硕美科声丽ST-2688,1168428,149.00,91880,5,80322,28958,0.96,278,57,891,2351
飞利浦（PHILIPS）耳机入耳式 有线耳机 手机音乐耳机 线控耳麦 SHE4305黑,飞利浦（PHILIPS）,飞利浦SHE4305BK,5408782,29.90,90352,5,76931,27099,0.93,303,63,1533,3569
,,,,,,,,,,,,,
,,,,,,,,,,,,,
【原装正品】vivo XE100 原装正品耳机线控 xe100兼容多种机型,vivo,vivoXE100,30284185643,39.00,79010,5,32057,57676,0.98,185,12,185,226
钻盾 四核双动圈耳机入耳式 线控耳麦运动游戏电脑hifi音乐手机耳机适用苹果华为小米K歌带麦吃鸡跑步 幻夜黑,钻盾,钻盾 四核双动圈耳机入耳式 线控耳麦运动游戏电脑hifi音乐手机耳机适用苹果华为小米K歌带麦吃鸡跑步 幻夜黑,30389110477,29.00,78896,5,73841,68879,0.99,95,56,327,255
击音（iGene）Rock U8重金属版 磁吸耳机 入耳式立体声有线耳机 高保真运动游戏通话 手机电脑通用,击音（iGene）,击音Rock U8,5699808,129.00,78807,5,77849,58239,0.98,325,19,349,519
漫步者（EDIFIER）W295BT+ 入耳式运动蓝牙耳机 无线耳机 手机耳机 防水防汗 续航持久 钛蓝色,漫步者（EDIFIER）,漫步者W295BT+,8237363,299.00,78308,5,70225,44734,0.96,771,136,955,1409
西伯利亚(XIBERIA)S21 游戏耳机头戴式 电脑耳机带麦 电竞耳麦7.1声道 不求人吃鸡耳机 铁银灰,西伯利亚（XIBERIA）,西伯利亚电脑耳机S21,4192993,299.00,78252,5,64673,58175,0.99,438,259,273,290
月光宝盒 EP2526白色 耳塞式音乐耳机 重低音立体声降噪运动耳机,月光宝盒,月光宝盒EP2526,435765,9.90,78126,5,65285,20358,0.92,258,20,1557,3556
【自营仓次日达】FMJ 无线运动蓝牙耳机 狂甩不掉 重低音耳机入耳式 游戏运动跑步挂耳入耳颈挂脖式 Q9双色升级版,FMJ,FMJQ9,31509914978,69.90,77712,5,49350,50869,0.97,683,394,614,588
【8仓配送+次日达】FMJ 无线运动蓝牙耳机 狂甩不掉 重低音耳机入耳式 游戏运动跑步挂脖式耳机 Q9双色升级版,FMJ,FMJQ9,42608809499,408.00,77712,5,49350,50869,0.97,683,394,614,588
维肯 无线蓝牙耳机迷你超小隐形入耳式手机耳塞车载商务运动通用苹果8/x一加oppo华为vivo小米9 单耳版-带充电仓,维肯（Viken）,维肯（Viken）mini蓝牙耳机,40567903111,99.00,77359,5,56236,45853,0.97,641,358,747,657
苹果（APPLE） airpods蓝牙无线耳机1/2代 适用ipad2代/iphone 【丢失补配服务】2代单只（单个）补配-左耳-L 官方标配,苹果（APPLE）,苹果（APPLE）airpods,51731793315,109.00,76995,5,69534,58242,0.99,290,279,239,176
蓝牙耳机 无线入耳式运动听歌吃鸡适用于苹果iPhone11 Pro华为mate30小米荣耀redmi红米安卓手机 白色50xs,迪悠,迪悠BES50XS,100003174448,39.00,76653,5,22645,53008,0.95,637,75,600,400
漫步者（EDIFIER） W200BT磁吸入耳式 无线运动蓝牙线控耳机带麦可通话苹果安卓小米通用耳麦 经典版 黑色,漫步者（EDIFIER）,漫步者（EDIFIER）W200BT,44086369090,129.00,76610,5,13638,62591,0.97,172,56,232,149
毕亚兹 手机耳机入耳式 线控带麦有线通用耳塞 重低音 男女适用于苹果iphone/安卓/华为/三星 E12白色,毕亚兹（BIAZE）,毕亚兹iphone 手机耳机,6078248,99.00,76214,5,73102,48788,0.98,264,38,591,820
荣耀原装多彩迷你挂耳式无线蓝牙耳机 AM04S（石墨黑）适用于华为荣耀手机,华为（HUAWEI）,华为蓝牙耳机AM04S,4595301,249.00,76181,5,66346,58303,0.99,245,88,254,244
荣耀原装多彩迷你挂耳式无线蓝牙耳机 AM04S 石墨黑,华为（HUAWEI）,荣耀原装多彩迷你挂耳式无线蓝牙耳机 AM04S 石墨黑,27616535197,89.00,76181,5,66346,58303,0.99,245,88,254,244
荣耀魔声耳机线控入耳式手机耳机立体声原装耳塞AM15蓝色,华为（HUAWEI）,华为荣耀魔声耳机AM15,4528573,1999.00,75732,5,61862,59676,0.99,182,2,106,164
小米蓝牙耳机mini 黑色  迷你机身|侧入耳贴合佩戴一键式多控操作,小米（MI）,小米小米蓝牙耳机mini,8477634,269.00,75602,5,33675,57658,0.97,363,223,397,425
AKG N700NCM2 智能自适应主动降噪无线蓝牙耳机 全新升级版 黑色 头戴式 高解析参考级音质 双麦克清晰通话,爱科技（AKG）,爱科技N700NCM2,100008799240,219.00,75234,5,72747,27144,0.97,508,103,655,1522
索尼（SONY）MDR-XB550AP 重低音立体声耳机 头戴式 黑色,索尼（SONY）,索尼XB550AP,4771296,49.00,73799,5,64876,33545,0.97,490,106,520,1053
维肯 TypeC版手机耳机Type-C小米8se小米9小米6X/mix2s/Note3华为P20 小米mix3荣耀20一加7TPro黑鲨2有线,维肯（Viken）,维肯（Viken）华为p20 努比亚X,16414442787,99.00,73763,5,59967,49120,0.98,532,97,530,592
金士顿(Kingston) HyperX 毒刺 游戏电竞耳机头戴式 电脑耳机 吃鸡神器 专业FPS 绝地求生耳麦,金士顿（Kingston）,金士顿HX-HSCS-BK/AS,3885170,69.00,71431,5,58316,52742,0.98,445,119,330,393
硕美科 SOMIC  耳机支架  头戴式耳麦挂架  游戏耳机架  黑色,硕美科（SOMIC）,硕美科新款耳机架,3900822,32.00,71077,5,67335,49103,0.98,207,4,364,367
海威特（Havit）I31蓝牙耳机 无线运动跑步立体声音乐颈挂式耳塞 4D环绕重低音双耳入耳式挂脖耳麦 绅士黑,海威特（HAVIT）,海威特I31,7323515,79.90,70614,5,59491,48505,0.97,377,116,730,580
【自营仓送】三壳演义 防水超长待机蓝牙耳机4.2无线车载运动通用vivo华为oppo苹果手机迷你耳麦 黑色【热卖】,三壳演义,【自营仓送】三壳演义 防水超长待机蓝牙耳机4.2无线车载运动通用vivo华为oppo苹果手机迷你耳麦 黑色【热卖】,18066341476,19.00,70539,5,65084,48578,0.99,503,278,246,368
曼卡尔 蓝牙耳机迷你超小隐形微型运动无线单双入耳式耳塞手机通用型车载商务通话超长待机适用苹果安卓华为 X11低配版,曼卡尔,曼卡尔X11,33686031100,98.00,70390,5,61790,47686,0.99,619,242,114,110
奇联 B3耳机无线蓝牙头戴式耳机重低音运动降噪游戏耳麦手机电脑通用 黑红色|质保一年|4D环绕|,奇联,奇联B3,41209578074,9.90,69985,5,50788,36888,0.98,386,239,274,386
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
AKG K374BT 无线蓝牙耳机 轻便运动入耳式耳机 HIFI音乐 手机耳机 线控带麦 银色,爱科技（AKG）,爱科技K374BT,4341798,248.00,60829,5,51336,40770,0.96,655,142,848,959
