,Unnamed: 0,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname
10,0,13028159742,100003060627,02a42bbc-3b91-4b2d-b492-e599c8f1d2da,"之前给爸爸买的荣耀6x，后来不小心摔坏了就换成了这个，手机外表颜值真的很高，看起来很舒服摸起来也不错，用起来就更棒了。现在在更新9.1系统，只能说9.1还好吧。我们家用华为荣耀的很多，现在这个手机刚到，待机什么的还不太清楚，但是拍照真的不错。平时家人也就看个视频打打电话，买这个应该没错了。内存也很大，好评哟
有个问题，为啥我家2.4G wifi不能连接？？5G的却可以，老是说密码错误？？？？",2019-07-18 22:41:23,100003060627,2019-07-17 22:53:34,5,要什么香菜
11,1,12680258110,100003060627,b6bfc786-004e-4770-95bd-a12c4656f521,刚收到手机，质量很好，手感很舒服很薄，八核CPU反应很快，摄像很清晰，有广角镜头，自带美颜功能，音质也不错，怎么说呢，值得拥有吧！好评！！！,2019-04-22 20:17:05,100004934280,2019-04-21 16:30:23,5,jd_188135kar
12,2,12789346521,100003060627,8b180520-eaaf-47db-9f7e-021076633d4f,已经用上了，感觉可以的，手感非常棒。还是2-3千元的手机入手感觉速度，内存，都非常的上。麒麟980确实不同。入手对了，不错啊。,2019-05-21 21:51:07,100002962227,2019-05-13 19:52:02,5,jd_jdlinxin08
13,3,13002271790,100003060627,b7538cf1-be5d-42ce-8071-4788c6fed33e,速度速度太快了?，上午下单下午就到，主要是东西好，颜色和描述都和电脑上说的一样，没有色差，很薄，妈妈是真的很喜欢，性价比也很好，包装也很完美，已经开机使用，速度快，清洗，音质也好，还专门打电话试了一下，大爱,2019-07-11 13:17:24,100003060627,2019-07-10 21:51:28,5,jd_yuyao
14,4,13048387585,100003060627,9dbdf3ac-84b8-477d-8aee-26973ef138d0,颜值高 解屏快 系统流畅，照相比之前用的6X 7X好多了，后摄像头清晰，有超广角很好，前摄像头柔光测光拍摄，还有AI摄影，自拍也美美的。对于不玩游戏的我，手机很好用。图片分别是7X 6X 20i照出来的，6X 照片发白，7X 20i偏黄。不足的是电池掉电快，且容易发热，之前用的荣耀畅玩系列电池没有过这种情况。从3X到 6X 到7X，手机都很好用，质量也都很好，会一直支持荣耀的,2019-07-24 21:54:51,100004934254,2019-07-18 23:40:12,5,浅蓝飞鱼
15,5,13175401220,100003060627,455eae8a-3686-4427-ba15-d8e7beefa4e8,京东物流很快，第二天就到货。这个手机没外封袋，有封签。今天刚换的小卡试了还不错，空间够用，还不卡。大小正合适，外观也好。,2019-08-31 20:50:01,100004934278,2019-08-29 17:13:14,5,d***1
16,6,13121065099,100003060627,3cdd69ec-393a-49d1-a286-6d5b4506fcf6,"荣耀20i
自拍绝对是这款手机的一大亮点。在硬件上，荣耀20i搭载3200万像素前置摄像头，像素水准媲美顶级旗舰，也是业内首批使用3200万像素前置镜头的手机之一，该机自拍照片可用于海报打印，支持放大2.3米*1.7米海报画幅。在软件上，荣耀20i支持AI美颜、光线校正、口红校色等，足以实现千人千面、逆光清晰的自拍效果。",2019-08-15 19:09:16,100003060627,2019-06-18 22:43:02,5,jd454740648
17,7,13267357084,100003060627,8b984130-5d46-48f0-82c2-826cf842a94e,包装完好，送货到单位，送货到马上就有信息告知可取件，手机照相效果不错，女士用很适合，小巧重量轻，128G内部空间基本够用，不打大型游戏，只用来上上网看看视频非常适合。,2019-09-26 18:19:21,100004934260,2019-09-22 22:22:07,5,闻筱
18,8,13190846700,100003060627,3df1bace-aaf2-4e87-941c-422ca998d3f8,手机收到了，款式、手感、质量都不错，渐变红很漂亮，时尚，适合女生用，屏目分变率高，速度快，我很喜欢,2019-09-05 10:18:33,100005603524,2019-09-03 11:25:23,5,jd_135375dbo
19,9,13086177730,100003060627,c9715f0d-d402-41c8-bb1e-c4d130cacd04,性价比超高，以前用苹果的，后来用过华为荣耀系列后，果断转粉华为了，质量可靠 稳定 ，性价比高，外观设计高大上 时尚，操作快捷无卡顿，摄像强大，强烈推荐。,2019-08-05 12:17:03,100006089702,2019-08-04 00:01:27,5,老强势J
20,0,13216249853,100003060627,22dc004c-6644-4d9a-9cef-f2948031c401,"一直用其他牌子的手机，朋友推荐这款，说是性价比相对可以，同时也是想支持国产机。?外观上3D炫光渐变机身，会流动的幻变之美，很酷炫有木有，选择了蓝色，感觉美美哒。6.21英寸触摸屏很方便快捷，也很大气。像素也很赞，自带美颜效果??。速度之快，简直可以飞起来，666。
手机买回来已经两天了，还没有充电，现在还有差不多一半的电量，也是很奈斯了。有送一个软科壳，如果可以额外赠送一块玻璃屏保就更好了。",2019-09-12 10:56:35,100003060627,2019-09-09 22:43:29,5,bin加菲猫
21,1,13065858961,100003060627,c0d0edea-2be7-46f6-b4cb-3a34253da925,全家都在使用荣耀手机，在8X和20i之间的犹豫了一下，个人比较喜欢刘海屏，但本着买新不买旧的想法还是选择了20i，整体来说手机各项性能在千元机来说都很棒，重量很轻，长时间拿着不会觉得手累，很适合女性朋友使用～拍照方面，不管是前置摄像头还是后置摄像头，拍出的照片都很清晰。系统运行上，开多个应用也不会卡顿，之前用的荣耀8青春版，还在适应全面屏手势操作，各方面都不错值得推荐,2019-07-30 09:19:33,100004934254,2019-07-11 20:02:25,5,小诗13
22,2,12863820389,100003060627,626462bc-5098-4740-a97a-592b10c7ee0d,当天下单当天当天到货  京东物流简直好的没得说   手机很漂亮  反应也超快 要是有个耳机就完美了  像素也没有我预想的好  其他都蛮好   反正觉得挺直 主要是快  外观美   很喜欢,2019-06-09 09:54:02,100004934254,2019-06-08 08:47:20,5,小娟娟y
23,3,13034757831,100003060627,30fc278c-2970-4ff5-804e-94808c8bcbfc,正好赶上华为荣耀的手机做活动，这个机型相对孩子来说还是够用了的，基本配置还行，像素比较高，应该可以满足需求，华为的手机现在做得不错，一直都是支持国产的手机，这次当然也不例外。已经用了一天才来评价的，孩子很喜欢，用得也很顺手。晚上定的，第二天中午前就到了，一个字－快。,2019-07-20 22:47:42,100002962227,2019-07-18 22:22:05,5,光阳
24,4,13129057085,100003060627,d525dc2c-62f5-474a-93c8-a3eaf2b63c01,这个手机对于我这种一种用1500左右手机的人来说用着感觉非常好，和我之前手机使用感受最明显的是使用流畅，运行软件不卡，性能好，性价比高，和同价位手机相比内存也比较大，充电也比较快，拍照功能还没有着重使用过，使用感受不明显，这个红色感觉也挺好看,2019-08-18 10:13:53,100005603524,2019-07-29 13:21:08,5,jd110265dhh
25,5,13162072266,100003060627,c1453eba-e4e8-4590-b580-874c803d026e,首先，机身很薄，触感好，设计新颖，全面屏体验感良好~其次，系统稳定，运行速度快，看电影打游戏都不是问题，指纹解锁很方便，全网通三网的信号都挺好~然后，搭配三摄，成像非常清晰，自拍的美颜功能也很喜欢，屏幕色彩鲜艳~总体来说不错，性价比高！,2019-08-27 21:44:11,100003060627,2019-08-15 11:51:45,5,9***5
26,6,13328994942,100003060627,2a13dacc-1650-4157-aba8-af1b488def4a,"音质特别好，播放器和听筒一块响电池不错，相对来说还是能玩好久的分辨率没有想象中的那么差，很清晰的
摄像头挺好的，足够用了，对于不经常拍照的我速度不用说了,特别快，反应速度很高，打游戏牛的很
K歌时效果很好，耳机录音质量很棒性价比高",2019-10-14 22:01:09,100004934254,2019-09-02 21:47:42,5,傲娇嘞个虾小米
27,7,12836716471,100003060627,f92d3b5f-3889-4c81-8f50-061cde5b0485,手机不错啊华为的手机，配置感觉一般，但是用起来确实很流畅，已经用了很多个华为了，特别是你用久了，才会感觉它比同价位的手机流畅，我的3x现在一样流畅，,2019-06-02 23:04:29,100004934254,2019-06-01 21:54:15,5,s***e
28,8,12855535985,100003060627,334846cc-676c-4c5e-95d6-b1087cafb863,还不错，我妈很喜欢，背面的渐变色很不错，很轻巧，反应速度也很快，用久才知道，总体来说还是比较满意。,2019-06-07 00:06:05,100006089702,2019-06-06 07:01:14,5,果儿姐姐Baby
29,9,12947168262,100003060627,b261aec7-0519-4712-a44d-c910fb881c89,本以为屏幕很大，拿到手比一般的屏窄，单手操作没压力，暂时没有用，送了手机壳，没有耳机，操作流畅,2019-06-26 00:04:33,100005603486,2019-06-21 00:19:38,5,五连一排
30,0,13210972359,100003060627,b7cb8363-c158-466e-a24d-59dec00abfe0,外观亮眼，背面外壳渐变蓝非常好看。下面屏幕水滴屏，屏占比高。手机尺寸纤长，握感很好。背面带超广角三摄，给老人用来拍照分享够用了。机器运行流畅，710芯片给老人使用足够了。选了128G大内存的，老人再也不用为内存不够烦恼了。,2019-09-10 20:38:16,100004934278,2019-09-06 16:20:58,5,天外忙仙
31,1,13350947197,100003060627,355f1fff-340d-48d4-8660-86826da08f6b,颜色是黑色的，拍起照来像素非常高，用起来反应也很灵敏，6g+64反应快，待机时间长，充电也非常快，而且买了就送膜，只是膜的质量稍微次点，送一个软套，根本就不用买其他的，屏幕色彩比较逼真，照片儿光鲜亮丽，用起来很好,2019-10-20 21:56:58,100002962227,2019-09-29 19:31:34,5,ld313296341
32,2,13294839513,100003060627,7ca00495-c2ff-429b-9788-517b7ee24afc,手机手感很好，触摸顺滑灵敏。拍照清晰，音质一般，通话音量大，清晰。信号也挺好的，指纹解锁灵敏，游戏未试，因本人不玩游戏，6+128g的内存，一般人也够用了。,2019-10-05 13:42:17,100006089702,2019-10-03 20:30:15,5,jd_wuguit932
33,3,12921314591,100003060627,f4aed28e-9f97-4d2d-82db-be7af60fc76d,外观时尚大方，渐变红，很适合女生用。手机整体反应也很快，很喜欢。用了手机克隆功能，把旧手机的东西全部迁移到新手机上面了。,2019-06-20 21:00:01,100005603524,2019-06-18 06:58:52,5,l***4
34,4,13087571231,100003060627,4e3ac742-61d1-449c-87d6-a128c03f40aa,手机收到了，挺不错的，拿回来就试了一下，运行挺快的，颜色好，我非常的喜欢。全屏，设计，无边框，看着就舒服，相素很好，照出来，漂亮，图案清晰，能把我的痘痘去掉，真心不错，一直都用华为手机，支持国货，非常喜欢。,2019-08-05 18:43:43,100005603524,2019-08-04 12:33:16,5,阳***8
35,5,13002758663,100003060627,3e140879-f3fa-499d-b5fd-76db53235864,"个人比较喜欢渐变蓝。
前置3200像素 自拍神器，
完全可以满足自拍狂的需求，
后置2400+800+200w像素 ，
无论背光 暗光都可以拍出高清晰的照片，
还有超广角拍摄。
华为自主研发的麒麟710处理器，
反应速度很快。
2340&times;1080p 高清屏幕分辨率。
电池容量 3400mAh 
可以玩一天。
华为荣耀 国产手机 高配置 良心价",2019-07-11 15:34:09,100006089702,2019-06-17 20:59:42,5,升***巴
36,6,13108886646,100003060627,24c1100a-2bf5-45dd-ae76-56d84ac8697b,给爸爸妈妈买的情侣款手机 爸爸是黑色 妈妈是红色。入手后第一感觉外观设计非常漂亮，屏幕大，三摄也很时尚。运行速度快，无卡顿，可选多种返回主屏幕的方式，让爸妈也很快速的适应。拍照效果也很好，爸爸妈妈很喜欢。最后必须说一下：支持国货！,2019-08-12 09:43:52,100004934254,2019-07-18 22:25:56,5,嘻***想
37,7,12948920400,100003060627,fc1c143a-464b-4565-acb6-52050d0bff43,手机很不错物流很快，用了好几天了，拍照片像素不错，给妈妈买的，简单易学，字体够大，打电话音质清晰，活动的时候入的，比店铺实惠好多，很满意！,2019-06-26 13:23:29,100002962227,2019-06-18 22:10:24,5,柯***n
38,8,13060423835,100003060627,4521f454-31d7-4744-b810-2c35744143c2,给老人选的机器，没有太在意处理器性能，只看了容量和外观，这款机器比较轻，屏幕也可以，大小适中。老人很满意。,2019-07-28 15:33:27,100006089702,2019-07-27 20:04:21,5,k***o
39,9,12778114850,100003060627,0756eba0-2733-43c2-aa13-1a2b32ffecaf,手机像素很清楚，质量也很轻，屏幕也很大气，看电影很方便，前置摄像头，美颜效果也很好。京东物流给力，两天内到货。选的是渐变紫，高端大气，上档次。,2019-05-18 23:09:25,100004934254,2019-05-14 21:30:59,5,张***哥
40,0,13218112213,100003060627,6b7960f7-92f8-4a54-8d58-371566dc4374,本人看上主要是这款手机主打3200万像素AI自拍，无惧顺光、逆光、暗光等各种光线条件，新增口红校正，精准还原口红色彩。自拍绝对是这款手机的一大亮点。在硬件上，荣耀20i搭载3200万像素前置摄像头，像素水准媲美顶级旗舰，也是业内首批使用3200万像素前置镜头的手机之一。其次，外观精美，很适合年轻人的。无论是续航，还是游戏(王者荣耀)都不成问题。充电也比较快，基本上一天一冲。,2019-09-12 20:13:20,100002962227,2019-08-30 21:12:36,5,jd_136224xyg
41,1,12671083183,100003060627,b76e9771-053d-46b7-bde7-e15ea5e65f9d,"4.16晚上预约的这款手机，
4.18零点京东商城上市，
第一时间抢购了这款手机，
4.20日收到荣耀20i手机。
手机外观设计时尚新颖，
采用当下最流行的水滴屏 全面屏，
铝硅玻璃主屏。
个人比较喜欢渐变蓝。

前置3200像素  自拍神器，
完全可以满足自拍狂的需求，
后置2400+800+200w像素 ，
无论背光 暗光都可以拍出高清晰的照片，
还有超广角拍摄。
华为自主研发的麒麟710处理器，
反应速度很快。
2340&times;1080p 高清屏幕分辨率。
电池容量 3400mAh  
可以玩一天。

华为荣耀 国产手机 高配置 良心价，
同样的配置 vivo oppo 
要比华为高好几百到一千元。
买手机时选择了大概一星期，
最终还是决定选华为荣耀。
支持国产，支持华为， 支持民族企业。

京东物流真是神速，
19日晚上发货， 20日上午九点多就收到手机了。",2019-04-20 14:49:09,100003060627,2019-04-16 12:18:19,5,醉清风zhang
42,2,13128106186,100003060627,2b2db686-18c8-436a-add8-9544f9064a2d,性价比很高，而且像素也是杠杠的，感觉全面屏很舒服，玩吃鸡可以开到高清的，没打王者不清楚，有点重，单手拿会比较吃力，而且竟然没有提示灯，哎，算了算了，这个价位也是要接受的，目前用起来总体感觉还是不错的，好评好评,2019-08-17 21:51:15,100003060627,2019-08-16 12:28:48,5,耐***性
43,3,13112450673,100003060627,6b2abb99-1dc4-4d59-86e5-a17135239ee2,考虑了好久才觉得要买这个，颜色也很好看，很适合女生用，单手也掌握得了，首先我不玩游戏，足够用了，手机速度也可以，内存也够大，华为还是性价比很高的，千元机很霸气了，果断全家都换了华为，支持国产！,2019-08-13 10:06:54,100005603524,2019-08-10 15:40:23,5,feifei12214
44,4,13140054547,100003060627,15ad47dd-e470-418e-9f50-da8dda7faec9,给妈妈买的，非常实惠手机好用，很薄，质感很好，轻便，妈妈非常喜欢，拍照的感觉不是很好看，太白没有美颜效果，呵呵，女生照相都喜欢美美的，速度很快，可以上两张卡，很实用哦，屏幕分辨率也高，音效也不错，老人喜欢声音大一点的，这个机子很适合，就是每次返回没有按钮妈妈有点不会用,2019-08-21 12:07:01,100005603524,2019-08-04 04:12:37,5,暖***1
45,5,13318595709,100003060627,c159657a-4b9c-43dd-bbf4-f547d43564d1,新机上手，手感不错，流线顺畅，颜色好看，新机，开机很快，因为没玩游戏，没法体验运行速度，拍照功能不少，效果也好，值得购买。,2019-10-12 09:41:23,100004934254,2019-09-24 10:21:12,5,开开心心158
46,6,13187505665,100003060627,0204b95b-420c-4e91-aa70-12750e4fc120,看了这款手机有段时间了，降了100，就买了，送给妈妈，这款手机的前置摄像头是重头戏，3200万是真挺高的，后置也有2400.作为一款千元机是真的很不错了，它的外观也很时尚潮流，流畅度也还可以，宝宝们可以考虑,2019-09-04 11:00:11,100003060627,2019-08-18 22:14:30,5,j***9
47,7,13287118471,100003060627,f02368cb-9bab-444b-ad33-5b5abd8441df,外形漂亮，全面屏，音效好，拍照效果也是杠杠的，运行速度超快，玩儿休息很爽，待机时间也很久，总之很喜欢，满意，值得拥有～,2019-10-02 21:15:35,100002962227,2019-09-28 06:32:04,5,哆***6
48,8,12932885495,100003060627,fd65a81f-a2dd-4650-9769-8faeadc3234b,一直用华为，给家人买的基本都是，非常时刻力挺华为，反应挺快，照相效果也不错，够用。媳妇拿去用了，实物就不让看了????,2019-06-22 23:43:30,100004934284,2019-06-18 00:21:02,5,j***4
49,9,13132704009,100003060627,99a92909-07e4-49ea-879d-a48fc3a57655,速度不错，同款价位手机里面绝对是性价比排行名列前茅的。屏幕流畅，不存在卡顿情况。拍照效果更不用说，HUAWEI的前置摄像头足够强大，后置就更不用说，超级棒！手感也好，屏幕够大，关键是内存够大！给老妈买的，足够老妈拍视频了！！待机时间可以让妈妈轻松用！总之，支持国货！支持支持支持！,2019-08-19 11:05:07,100004934284,2019-08-12 19:51:41,5,可***指
50,0,12816249230,100003060627,5f6c04c7-b7fc-4e1c-aad5-25a28e52661f,用了一段时间了，看着很高大上啊感觉还不错，手感好挺薄的，反应也挺好。总的来说各方面都很满意啦,2019-05-28 23:12:14,100004934280,2019-05-10 13:24:55,5,_***_
51,1,13125441444,100003060627,2975b18c-5a29-4833-bfff-2fff7498c30b,红色很适合女生，很闪亮，之前的荣耀八现在还很好，只是内存不够用，这个内存超大性价比高，不过就是少了荣耀八很多可有可无的功能。,2019-08-17 08:02:03,100004934284,2019-08-12 20:32:17,5,w***8
52,2,13266767746,100003060627,cef028e9-a686-4eee-bb8e-8e8272434834,目前使用很好，使用很流畅，没有卡顿的想象，待机时间也很长，充一次电可以用一天，这款手机是超薄的，非常的大气，我很喜欢，我买的是蓝色的，蓝色的很好看，而且是渐变蓝，拍照像素很高，拍出来的照片很清晰。华为的手机还是很不错的，支持国产，支持京东，相信国产，相信京东。,2019-09-26 15:26:01,100003060627,2019-09-11 22:41:11,5,jd_zcse
53,3,12807092593,100003060627,525359eb-a88f-4d07-968f-33f8f72606d0,这手机真的好棒啊，外观好看的要命，充电也很快，运行速度也不错哦，打游戏也爽，还是好看的水滴屏，屏幕显示也不错,2019-05-26 17:22:24,100002962227,2019-04-26 19:31:12,5,j***g
54,4,12696126574,100003060627,bdcf924a-d2d3-4448-9d96-d0827dc5a94d,外观佷漂亮，运行速度快，挺满意的一次网啊！之前用的是华为，用了几年感觉质量很好，特别是电池很耐用。这次换机看了很多品牌的机型，最终选择这台机，6G十64G够用了，加上拍照很棒，外观也很新颖。,2019-04-26 21:07:46,100002962227,2019-04-23 23:49:44,5,果***乐
55,5,13246000981,100003060627,2cf594c9-3dfa-4989-9704-58e0e0a7f62b,外观设计特别好看，很漂亮，屏幕音效也很好，手机很薄，摸着很舒服，拍照像素很好，拍出来的照片特别好看，运行速度也可以，待机时间也行，里面的软件都很全，发货也快，送货也快，客服服务态度好，要是有耳机就更好了，有赠品的话就完美了，好评,2019-09-20 19:47:54,100004934254,2019-09-18 10:24:07,5,1***p
56,6,13050701876,100003060627,e1dc7cba-4573-4ecb-8335-5e99622c4013,首先不得不说，此手机送给对操作功能不熟悉的爸爸用相当不错！拍照清晰不模糊&hellip;&hellip;广角作用起来也很好&hellip;&hellip;真不愧是3后置摄像头的新款&hellip;&hellip;调字体，删除各种自带软件后，运行起来杠杠的?配套了钢化膜，希望爸爸可以用它3年,2019-07-25 16:05:42,100003060627,2019-07-24 11:29:41,5,funey
57,7,13292069148,100003060627,ab88cbf6-9e70-47ba-8f00-96bf09492aa0,给老公买的这款手机！外型外观:很好！很漂亮！手感也很好！！老公喜欢黑色！所以选择了这款。6G+128g内存，够大！运行速度也很快！偶尔玩玩游戏足够啦！全屏手机！6.21尺寸屏幕很大。也不是很大那种手机！带在身上不会很重的那种！！,2019-10-04 15:25:12,100005603486,2019-09-14 22:35:07,5,jd_182780oye
58,8,13051245391,100003060627,02f3b5e4-3c35-4077-b2d9-8380f7673edc,"推荐荣耀20i，手机做工精致，性能主流，做工精致，拍照和游戏体验突出，可称得上是一款性能均衡的手机。
对于女孩子来说，在购买任何东西的时候都对颜值有很高的要求，荣耀20i在这方面就做的很贴心，机器整体融于潮流设计，看上去就炫彩夺目，其背面更是亮眼，采用了油墨丝印层、渐变着色层、光栅纹理转印层、电镀层、油墨丝印盖底层、3D复合板材、高压硬化成型工艺、UV淋涂工艺共8层工艺，手机顶部紫色底部是蓝色，紫色与蓝色是渐变过度，同时左右还会形成多组棱镜线条，在不同的光线角度下，能够呈现出各种各样的光影，整个产品显得十分年轻有活力，在户外自拍的话一拿出来就能吸引周边的眼光。",2019-07-25 18:43:53,100003060627,2019-07-22 20:21:09,5,一***5
59,9,12668683304,100003060627,55596740-f984-4236-a01d-6478856ef9c6,荣耀20i的外观设计，当下的手机圈内最流行的配色当属渐变色，相比较单一的配色更加具有灵动感，采用了炫光渐变色设计，将多彩融入机身的背面，跟随着光影的流动，视觉上带来一丝朦胧感，又在柔和朦胧中展现灵动之美，很是好看。机身采用了3D双曲面轻薄设计，背面与中框过渡自然，更显机身的圆润和纤薄，所以在手感上有着很不错的感受。对于大部分年轻女性用户来说，前置摄像头往往比后置摄像头用的频率更高，因为在日常生活中，自拍已经成为了大多女性的一种行为习惯。或许正是这样，荣耀20i顺应年轻女性需求，搭载着超强前置诞生。具体到配置上，荣耀20i前置采用3200万像素摄像头，得益于高像素加持，又加上优化图片的AI算法，前置相机的成片效果拔群，在美颜效果上更加自然，暗光、逆光、虚化效果上有着不错的表现，喜欢哦。,2019-04-19 20:58:13,100003060627,2019-04-18 10:08:15,5,j***d
60,0,12725108779,100003060627,5b325697-1c7d-4d5c-8a36-61ec613ad5a4,物流很快，不愧京东。新机上手，手感不错，流线顺畅，颜色好看，新机，开机很快，因为没玩游戏，没法体验运行速度，拍照功能不少，效果也好，值得购买。,2019-05-04 20:06:40,100003060627,2019-05-02 01:40:25,5,冬青虫
61,1,13132170942,100003060627,015fff88-5ad4-4f78-a65b-aa8df6e564a0,感觉不错，打开速度快，没有卡顿，使用了几天又来评论的，体验感不错，父母也很喜欢，虽然系统上不是最新的，但是不影响使用的体验感，在千元机里是一个非常不错的选择，具有较高的性价比，华为值得信赖。,2019-08-19 09:00:25,100005603486,2019-08-15 14:38:29,5,jd_178532efy
62,2,12914739731,100003060627,96551c3e-9c08-49f2-8782-0ba1b4f348ba,手机收到了！首先要赞一下京东的物流！616下单617好就到了！手机拿在手上也不会太重，人脸和指纹解锁速度很快！?反应也很快！收到了玩了一个下午好喜欢。像数也不错！3200w美颜！大爱！??,2019-06-19 19:37:57,100006089702,2019-06-16 06:55:09,5,刘***3
63,3,13323557905,100003060627,7d53f851-eae2-4109-92ee-7603e5779356,家里人的手机，都是京东购买的华为手机，这款是给爸爸买的，买的黑色的，颜色不是死黑的，渐变黑色的，看起来很高档，屏幕很清晰，音效也很透彻，拍照效果很好，高清呢，不卡顿，运行速度很快，待机时间也很长，总而言之，不错呢，这个价位买到很值得的,2019-10-13 15:30:14,100002962227,2019-10-04 15:46:03,5,向着太阳的小雏菊
